analysis_id	source_analysis_id	status	skip_reason	af_source	ancestry_reference_id	original_sd	original_sd_method	n_variants_considered	n_variants_overlapping	n_variants_excluded_ambiguous	n_variants_excluded_mismatch	n_variants_excluded_missing_af	n_variants_excluded_maf	n_variants_retained	maf_min	maf_max	implied_sd_median	sd_dispersion	estimator_version	sd_notes
GCST90026406	GCST90026406	passed		source		0.993497	estimated_from_source_maf	5270355						20000	0.01	0.5	0.993497	0.0109551	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026407	GCST90026407	passed		source		0.93155	estimated_from_source_maf	5270355						20000	0.01	0.5	0.93155	0.0104159	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026408	GCST90026408	passed		source		1.06876	estimated_from_source_maf	5270355						20000	0.01	0.5	1.06876	0.0123482	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026412	GCST90026412	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90026413	GCST90026413	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90026414	GCST90026414	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90026415	GCST90026415	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90026416	GCST90026416	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90026417	GCST90026417	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90026480	GCST90026480	passed		source		8.46388	estimated_from_source_maf	12657570						20000	0.01	0.5	8.46388	0.047148	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026481	GCST90026481	passed		source		5.34572	estimated_from_source_maf	12657570						20000	0.01	0.5	5.34572	0.0303869	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026482	GCST90026482	passed		source		11.8345	estimated_from_source_maf	12657570						20000	0.01	0.5	11.8345	0.068065	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90026609	GCST90026609	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90026610	GCST90026610	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90026611	GCST90026611	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90026612	GCST90026612	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027158	GCST90027158	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027161	GCST90027161	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027163	GCST90027163	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027164	GCST90027164	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027266	GCST90027266	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027272	GCST90027272	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90027273	GCST90027273	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90028992	GCST90028992	passed		source		1.01442	estimated_from_source_maf	12003869						20000	0.01	0.5	1.01442	0.00848813	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028993	GCST90028993	passed		source		1.01887	estimated_from_source_maf	12003467						20000	0.01	0.5	1.01887	0.00881019	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028994	GCST90028994	passed		source		1.0006	estimated_from_source_maf	11977743						20000	0.01	0.5	1.0006	0.00839734	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028995	GCST90028995	passed		source		1.00647	estimated_from_source_maf	12003402						20000	0.01	0.5	1.00647	0.0093278	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028996	GCST90028996	passed		source		1.04314	estimated_from_source_maf	12004078						20000	0.01	0.5	1.04314	0.016083	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028997	GCST90028997	passed		source		1.01868	estimated_from_source_maf	12003301						20000	0.01	0.5	1.01868	0.00913318	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028998	GCST90028998	passed		source		1.02823	estimated_from_source_maf	12004094						20000	0.01	0.5	1.02823	0.00888639	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90028999	GCST90028999	passed		source		1.03415	estimated_from_source_maf	12004116						20000	0.01	0.5	1.03415	0.0122234	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029000	GCST90029000	passed		source		1.03475	estimated_from_source_maf	12003781						20000	0.01	0.5	1.03475	0.00944683	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029001	GCST90029001	passed		source		1.00281	estimated_from_source_maf	12003963						20000	0.01	0.5	1.00281	0.00847066	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029002	GCST90029002	passed		source		0.994644	estimated_from_source_maf	12003950						20000	0.01	0.5	0.994644	0.00908646	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029003	GCST90029003	passed		source		0.995836	estimated_from_source_maf	12004096						20000	0.01	0.5	0.995836	0.00777229	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029004	GCST90029004	passed		source		1.01623	estimated_from_source_maf	12003351						20000	0.01	0.5	1.01623	0.0117987	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029005	GCST90029005	passed		source		0.484957	estimated_from_source_maf	11993565						20000	0.01	0.5	0.484957	0.00402665	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029006	GCST90029006	passed		source		0.405539	estimated_from_source_maf	11993565						20000	0.01	0.5	0.405539	0.0032593	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029007	GCST90029007	passed		source		0.996492	estimated_from_source_maf	12004130						20000	0.01	0.5	0.996492	0.00836359	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029008	GCST90029008	passed		source		0.91783	estimated_from_source_maf	12004095						20000	0.01	0.5	0.91783	0.0140252	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029009	GCST90029009	passed		source		1.00357	estimated_from_source_maf	12004162						20000	0.01	0.5	1.00357	0.00744939	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029010	GCST90029010	passed		source		1.02052	estimated_from_source_maf	12004811						20000	0.01	0.5	1.02052	0.00794154	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029011	GCST90029011	passed		source		0.997383	estimated_from_source_maf	12004811						20000	0.01	0.5	0.997383	0.00781778	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029012	GCST90029012	passed		source		0.450597	estimated_from_source_maf	12003658						20000	0.01	0.5	0.450597	0.00326846	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029013	GCST90029013	passed		source		4.82248	estimated_from_source_maf	12003658						20000	0.01	0.5	4.82248	0.0345897	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029014	GCST90029014	passed		source		0.668718	estimated_from_source_maf	12004467						20000	0.01	0.5	0.668718	0.00458516	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029015	GCST90029015	passed		source		0.327667	estimated_from_source_maf	12004440						20000	0.01	0.5	0.327667	0.00218485	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029016	GCST90029016	passed		source		0.145754	estimated_from_source_maf	12004440						20000	0.01	0.5	0.145754	0.00096422	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029017	GCST90029017	passed		source		0.416322	estimated_from_source_maf	12004186						20000	0.01	0.5	0.416322	0.00283702	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029018	GCST90029018	passed		source		0.313709	estimated_from_source_maf	12004186						20000	0.01	0.5	0.313709	0.00209969	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029019	GCST90029019	passed		source		0.448521	estimated_from_source_maf	12004440						20000	0.01	0.5	0.448521	0.00310681	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029020	GCST90029020	passed		source		0.201447	estimated_from_source_maf	11978123						20000	0.01	0.5	0.201447	0.00133289	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029021	GCST90029021	passed		source		0.320669	estimated_from_source_maf	11978123						20000	0.01	0.5	0.320669	0.00214856	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029022	GCST90029022	passed		source		0.216034	estimated_from_source_maf	12004440						20000	0.01	0.5	0.216034	0.00145496	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029023	GCST90029023	passed		source		0.343942	estimated_from_source_maf	12004440						20000	0.01	0.5	0.343942	0.00229144	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029024	GCST90029024	passed		source		0.20082	estimated_from_source_maf	12004440						20000	0.01	0.5	0.20082	0.00132946	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029025	GCST90029025	passed		source		0.632823	estimated_from_source_maf	12004509						20000	0.01	0.5	0.632823	0.00615997	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029026	GCST90029026	passed		source		1.01356	estimated_from_source_maf	12002422						20000	0.01	0.5	1.01356	0.00928678	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029027	GCST90029027	passed		source		0.976956	estimated_from_source_maf	12002422						20000	0.01	0.5	0.976956	0.00777634	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029028	GCST90029028	passed		source		3.26437	estimated_from_source_maf	11999802						20000	0.01	0.5	3.26437	0.0225304	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029029	GCST90029029	passed		source		0.500664	estimated_from_source_maf	12003746						20000	0.01	0.5	0.500664	0.00343675	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029030	GCST90029030	passed		source		0.947896	estimated_from_source_maf	12005082						20000	0.01	0.5	0.947896	0.00950565	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029031	GCST90029031	passed		source		0.326809	estimated_from_source_maf	12004440						20000	0.01	0.5	0.326809	0.00248977	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029032	GCST90029032	passed		source		0.494107	estimated_from_source_maf	12004440						20000	0.01	0.5	0.494107	0.0036874	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029033	GCST90029033	passed		source		0.417693	estimated_from_source_maf	12003452						20000	0.01	0.5	0.417693	0.00323862	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029034	GCST90029034	passed		source		0.489833	estimated_from_source_maf	12007265						20000	0.01	0.5	0.489833	0.00336402	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029035	GCST90029035	passed		source		0.490161	estimated_from_source_maf	12003707						20000	0.01	0.5	0.490161	0.00363784	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029036	GCST90029036	passed		source		1.65194	estimated_from_source_maf	12002746						20000	0.01	0.5	1.65194	0.0129724	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029037	GCST90029037	passed		source		5.12736	estimated_from_source_maf	11987999						20000	0.01	0.5	5.12736	0.0360857	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029038	GCST90029038	passed		source		1.08565	estimated_from_source_maf	12003829						20000	0.01	0.5	1.08565	0.00719721	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90029070	GCST90029070	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90029073	GCST90029073	passed		source		0.997451	estimated_from_source_maf	9605174						20000	0.01	0.5	0.997451	0.00400173	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90032674	GCST90032674	passed		source		1.01311	estimated_from_source_maf	9704127						20000	0.01	0.5	1.01311	0.0178826	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90044700	GCST90044700	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90044763	GCST90044763	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90044773	GCST90044773	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90044774	GCST90044774	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90044775	GCST90044775	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90044776	GCST90044776	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90044902	GCST90044902	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90044903	GCST90044903	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90054778	GCST90054778	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90054782	GCST90054782	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90061408	GCST90061408	passed		source		0.96937	estimated_from_source_maf	8554148						20000	0.01	0.5	0.96937	0.00223261	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061409	GCST90061409	passed		source		0.988142	estimated_from_source_maf	8554148						20000	0.01	0.5	0.988142	0.00227546	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061410	GCST90061410	passed		source		0.987809	estimated_from_source_maf	8554148						20000	0.01	0.5	0.987809	0.00227635	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061411	GCST90061411	passed		source		0.983373	estimated_from_source_maf	8554148						20000	0.01	0.5	0.983373	0.00226515	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061412	GCST90061412	passed		source		0.962797	estimated_from_source_maf	8554148						20000	0.01	0.5	0.962797	0.00221673	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061413	GCST90061413	passed		source		0.992465	estimated_from_source_maf	8554148						20000	0.01	0.5	0.992465	0.00228566	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061414	GCST90061414	passed		source		0.9859	estimated_from_source_maf	8554148						20000	0.01	0.5	0.9859	0.00227006	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061415	GCST90061415	passed		source		0.989433	estimated_from_source_maf	8554148						20000	0.01	0.5	0.989433	0.00227975	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061416	GCST90061416	passed		source		0.993099	estimated_from_source_maf	8554148						20000	0.01	0.5	0.993099	0.00228733	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061417	GCST90061417	passed		source		0.965636	estimated_from_source_maf	8554148						20000	0.01	0.5	0.965636	0.002223	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061418	GCST90061418	passed		source		0.945842	estimated_from_source_maf	8554148						20000	0.01	0.5	0.945842	0.00217827	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061419	GCST90061419	passed		source		0.962922	estimated_from_source_maf	8554148						20000	0.01	0.5	0.962922	0.00221686	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061420	GCST90061420	passed		source		0.99548	estimated_from_source_maf	8293411						20000	0.01	0.5	0.99548	0.00224166	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061421	GCST90061421	passed		source		0.980199	estimated_from_source_maf	8554148						20000	0.01	0.5	0.980199	0.00225733	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061422	GCST90061422	passed		source		0.961888	estimated_from_source_maf	8554148						20000	0.01	0.5	0.961888	0.00221385	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061423	GCST90061423	passed		source		0.989019	estimated_from_source_maf	8554148						20000	0.01	0.5	0.989019	0.00227867	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061424	GCST90061424	passed		source		0.954425	estimated_from_source_maf	8554148						20000	0.01	0.5	0.954425	0.00219757	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061425	GCST90061425	passed		source		0.993548	estimated_from_source_maf	8554148						20000	0.01	0.5	0.993548	0.00228791	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061426	GCST90061426	passed		source		0.986336	estimated_from_source_maf	8554148						20000	0.01	0.5	0.986336	0.00227166	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061427	GCST90061427	passed		source		0.997076	estimated_from_source_maf	8554148						20000	0.01	0.5	0.997076	0.00229593	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061428	GCST90061428	passed		source		0.957788	estimated_from_source_maf	8554148						20000	0.01	0.5	0.957788	0.00220578	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90061429	GCST90061429	passed		source		0.980135	estimated_from_source_maf	8554148						20000	0.01	0.5	0.980135	0.00225715	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
