analysis_id	source_analysis_id	status	skip_reason	af_source	ancestry_reference_id	original_sd	original_sd_method	n_variants_considered	n_variants_overlapping	n_variants_excluded_ambiguous	n_variants_excluded_mismatch	n_variants_excluded_missing_af	n_variants_excluded_maf	n_variants_retained	maf_min	maf_max	implied_sd_median	sd_dispersion	estimator_version	sd_notes
GCST90328150	GCST90328150	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90335170	GCST90335170	passed		source		1.00002	estimated_from_source_maf	2450021						20000	0.01	0.5	1.00002	2.0546e-05	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90335171	GCST90335171	passed		source		1.00003	estimated_from_source_maf	2451372						20000	0.01	0.5	1.00003	2.32263e-05	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90335172	GCST90335172	passed		source		1.00003	estimated_from_source_maf	2454088						20000	0.01	0.5	1.00003	2.74188e-05	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90335173	GCST90335173	passed		source		1.00004	estimated_from_source_maf	2453772						20000	0.01	0.5	1.00004	2.98086e-05	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90335174	GCST90335174	passed		source		1.99339	estimated_from_source_maf	8592706						20000	0.01	0.5	1.99339	0.00701943	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90335175	GCST90335175	passed		source		1.98863	estimated_from_source_maf	8592706						20000	0.01	0.5	1.98863	0.00692756	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90335176	GCST90335176	passed		source		2.00375	estimated_from_source_maf	8592706						20000	0.01	0.5	2.00375	0.0071125	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399568	GCST90399568	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399569	GCST90399569	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399570	GCST90399570	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399571	GCST90399571	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399572	GCST90399572	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399573	GCST90399573	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399672	GCST90399672	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399673	GCST90399673	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399674	GCST90399674	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399675	GCST90399675	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399676	GCST90399676	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399677	GCST90399677	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399678	GCST90399678	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399679	GCST90399679	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399686	GCST90399686	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399687	GCST90399687	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399689	GCST90399689	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399690	GCST90399690	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399694	GCST90399694	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399695	GCST90399695	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399696	GCST90399696	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399697	GCST90399697	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399701	GCST90399701	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399702	GCST90399702	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399703	GCST90399703	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399704	GCST90399704	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399706	GCST90399706	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399707	GCST90399707	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399708	GCST90399708	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399709	GCST90399709	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399713	GCST90399713	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399714	GCST90399714	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399715	GCST90399715	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399716	GCST90399716	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399720	GCST90399720	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399721	GCST90399721	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399722	GCST90399722	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399723	GCST90399723	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399725	GCST90399725	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399726	GCST90399726	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399727	GCST90399727	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399728	GCST90399728	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399732	GCST90399732	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399733	GCST90399733	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399734	GCST90399734	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399735	GCST90399735	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399736	GCST90399736	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399737	GCST90399737	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399738	GCST90399738	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399739	GCST90399739	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399740	GCST90399740	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399744	GCST90399744	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399745	GCST90399745	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399746	GCST90399746	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90399837	GCST90399837	passed		source		0.973826	estimated_from_source_maf	8360928						20000	0.01	0.5	0.973826	0.0171317	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399838	GCST90399838	passed		source		0.946472	estimated_from_source_maf	8360977						20000	0.01	0.5	0.946472	0.0124606	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399850	GCST90399850	passed		source		0.939485	estimated_from_source_maf	12757879						20000	0.01	0.5	0.939485	0.00552555	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399851	GCST90399851	passed		source		0.926914	estimated_from_source_maf	12757879						20000	0.01	0.5	0.926914	0.00677654	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399852	GCST90399852	passed		source		0.610483	estimated_from_source_maf	12757879						20000	0.01	0.5	0.610483	0.00373972	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399853	GCST90399853	passed		source		0.969121	estimated_from_source_maf	12757879						20000	0.01	0.5	0.969121	0.00549789	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399854	GCST90399854	passed		source		1.00001	estimated_from_source_maf	12757879						20000	0.01	0.5	1.00001	0.00560989	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399855	GCST90399855	passed		source		0.963084	estimated_from_source_maf	12757879						20000	0.01	0.5	0.963084	0.00589958	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399856	GCST90399856	passed		source		1.00193	estimated_from_source_maf	12757879						20000	0.01	0.5	1.00193	0.00562567	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399857	GCST90399857	passed		source		0.464815	estimated_from_source_maf	12757879						20000	0.01	0.5	0.464815	0.00297654	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399858	GCST90399858	passed		source		0.541305	estimated_from_source_maf	12757879						20000	0.01	0.5	0.541305	0.00346476	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399859	GCST90399859	passed		source		0.0601871	estimated_from_source_maf	12757879						20000	0.01	0.5	0.0601871	0.00040941	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399860	GCST90399860	passed		source		1.58559	estimated_from_source_maf	12757879						20000	0.01	0.5	1.58559	0.00932403	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399861	GCST90399861	passed		source		0.726018	estimated_from_source_maf	12757879						20000	0.01	0.5	0.726018	0.00540826	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399862	GCST90399862	passed		source		0.842915	estimated_from_source_maf	12764808						20000	0.01	0.5	0.842915	0.00512205	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399863	GCST90399863	passed		source		0.891679	estimated_from_source_maf	12764808						20000	0.01	0.5	0.891679	0.00531501	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399864	GCST90399864	passed		source		0.968412	estimated_from_source_maf	12764808						20000	0.01	0.5	0.968412	0.00577226	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399865	GCST90399865	passed		source		0.580808	estimated_from_source_maf	12764808						20000	0.01	0.5	0.580808	0.00344551	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399866	GCST90399866	passed		source		0.764629	estimated_from_source_maf	12764808						20000	0.01	0.5	0.764629	0.00455118	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399867	GCST90399867	passed		source		0.96937	estimated_from_source_maf	12764808						20000	0.01	0.5	0.96937	0.0057653	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399868	GCST90399868	passed		source		0.916966	estimated_from_source_maf	12764808						20000	0.01	0.5	0.916966	0.00544687	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399869	GCST90399869	passed		source		0.366274	estimated_from_source_maf	12764808						20000	0.01	0.5	0.366274	0.00217609	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399870	GCST90399870	passed		source		6.0622	estimated_from_source_maf	12764808						20000	0.01	0.5	6.0622	0.0361538	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399871	GCST90399871	passed		source		4.99718	estimated_from_source_maf	12764808						20000	0.01	0.5	4.99718	0.0297805	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399872	GCST90399872	passed		source		5.17125	estimated_from_source_maf	12764808						20000	0.01	0.5	5.17125	0.0308555	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399873	GCST90399873	passed		source		70.4423	estimated_from_source_maf	12764820						20000	0.01	0.5	70.4423	0.41848	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90399874	GCST90399874	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399875	GCST90399875	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399876	GCST90399876	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399877	GCST90399877	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399878	GCST90399878	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399879	GCST90399879	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399880	GCST90399880	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399881	GCST90399881	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399882	GCST90399882	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399883	GCST90399883	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399884	GCST90399884	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399885	GCST90399885	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399886	GCST90399886	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399887	GCST90399887	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399888	GCST90399888	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399889	GCST90399889	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399890	GCST90399890	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399891	GCST90399891	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399892	GCST90399892	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399893	GCST90399893	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399894	GCST90399894	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399895	GCST90399895	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399896	GCST90399896	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399897	GCST90399897	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399898	GCST90399898	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399899	GCST90399899	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399900	GCST90399900	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399901	GCST90399901	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399902	GCST90399902	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399903	GCST90399903	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399904	GCST90399904	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399905	GCST90399905	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399906	GCST90399906	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399907	GCST90399907	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399908	GCST90399908	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399909	GCST90399909	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399910	GCST90399910	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90399911	GCST90399911	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST90406924	GCST90406924	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90406925	GCST90406925	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST90421022	GCST90421022	passed		source		0.763087	estimated_from_source_maf	9782985						20000	0.01	0.5	0.763087	0.0133533	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90421023	GCST90421023	passed		source		0.72687	estimated_from_source_maf	9782985						20000	0.01	0.5	0.72687	0.0127199	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90421024	GCST90421024	passed		source		0.774495	estimated_from_source_maf	9782985						20000	0.01	0.5	0.774495	0.0135642	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90421025	GCST90421025	passed		source		0.698684	estimated_from_source_maf	10676806						20000	0.01	0.5	0.698684	0.00861413	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90421026	GCST90421026	passed		source		0.694112	estimated_from_source_maf	9782985						20000	0.01	0.5	0.694112	0.0121614	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST90421027	GCST90421027	passed		source		0.945504	estimated_from_source_maf	9782985						20000	0.01	0.5	0.945504	0.0165624	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
