analysis_id	source_analysis_id	study_design	category	reason	detail	resolver_status	exclude_from_build
GCST90020191	GCST90020191	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90020192	GCST90020192	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90020193	GCST90020193	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90020194	GCST90020194	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90020195	GCST90020195	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90020196	GCST90020196	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90020197	GCST90020197	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90026372	GCST90026372	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90026609	GCST90026609	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90026610	GCST90026610	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90026611	GCST90026611	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90027163	GCST90027163	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90027266	GCST90027266	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90027272	GCST90027272	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90027273	GCST90027273	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90029070	GCST90029070	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044700	GCST90044700	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044763	GCST90044763	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044773	GCST90044773	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044774	GCST90044774	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044775	GCST90044775	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044776	GCST90044776	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044902	GCST90044902	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90044903	GCST90044903	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90054778	GCST90054778	quantitative	effect_scale	sd_no_qualifying_evidence	no_qualifying_evidence	success	true
GCST90054782	GCST90054782	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90061440	GCST90061440	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90085698	GCST90085698	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90085822	GCST90085822	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085834	GCST90085834	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085836	GCST90085836	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085859	GCST90085859	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085861	GCST90085861	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085862	GCST90085862	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085863	GCST90085863	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085874	GCST90085874	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085878	GCST90085878	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085889	GCST90085889	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90085893	GCST90085893	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90091060	GCST90091060	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90091061	GCST90091061	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90092003	GCST90092003	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093074	GCST90093074	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093075	GCST90093075	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093076	GCST90093076	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093077	GCST90093077	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093078	GCST90093078	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093079	GCST90093079	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093080	GCST90093080	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093081	GCST90093081	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90093325	GCST90093325	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094643	GCST90094643	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094644	GCST90094644	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094646	GCST90094646	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094647	GCST90094647	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094648	GCST90094648	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094649	GCST90094649	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094650	GCST90094650	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90094886	GCST90094886	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90094887	GCST90094887	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90094888	GCST90094888	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90094889	GCST90094889	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90094890	GCST90094890	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90095079	GCST90095079	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90095080	GCST90095080	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90095129	GCST90095129	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90095130	GCST90095130	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90095131	GCST90095131	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096892	GCST90096892	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096893	GCST90096893	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096894	GCST90096894	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096895	GCST90096895	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096896	GCST90096896	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096897	GCST90096897	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096898	GCST90096898	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096899	GCST90096899	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096900	GCST90096900	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096901	GCST90096901	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096902	GCST90096902	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096903	GCST90096903	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096904	GCST90096904	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096905	GCST90096905	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096906	GCST90096906	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096907	GCST90096907	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096908	GCST90096908	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096909	GCST90096909	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096910	GCST90096910	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096911	GCST90096911	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096912	GCST90096912	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096913	GCST90096913	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096914	GCST90096914	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096915	GCST90096915	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096916	GCST90096916	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096917	GCST90096917	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096918	GCST90096918	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096919	GCST90096919	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096920	GCST90096920	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096921	GCST90096921	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096922	GCST90096922	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096923	GCST90096923	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096924	GCST90096924	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096925	GCST90096925	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096926	GCST90096926	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096927	GCST90096927	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096928	GCST90096928	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90096929	GCST90096929	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101825	GCST90101825	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101826	GCST90101826	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101827	GCST90101827	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101828	GCST90101828	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101829	GCST90101829	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101887	GCST90101887	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101888	GCST90101888	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101889	GCST90101889	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101890	GCST90101890	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101891	GCST90101891	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101892	GCST90101892	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90101914	GCST90101914	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90101942	GCST90101942	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90101963	GCST90101963	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90102063	GCST90102063	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90102094	GCST90102094	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90102102	GCST90102102	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90102253	GCST90102253	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90102460	GCST90102460	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104085	GCST90104085	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104086	GCST90104086	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104087	GCST90104087	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104537	GCST90104537	case-control	ancestry	ancestry_unassigned	gate_reason=proportion	success	true
GCST90104564	GCST90104564	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104898	GCST90104898	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104908	GCST90104908	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104909	GCST90104909	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104910	GCST90104910	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104911	GCST90104911	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104912	GCST90104912	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104913	GCST90104913	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104914	GCST90104914	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104915	GCST90104915	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104916	GCST90104916	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104917	GCST90104917	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104918	GCST90104918	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104919	GCST90104919	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104920	GCST90104920	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104921	GCST90104921	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104922	GCST90104922	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104923	GCST90104923	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104924	GCST90104924	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104925	GCST90104925	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104926	GCST90104926	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104927	GCST90104927	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104928	GCST90104928	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104929	GCST90104929	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104930	GCST90104930	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104931	GCST90104931	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104932	GCST90104932	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104933	GCST90104933	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104934	GCST90104934	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104935	GCST90104935	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104936	GCST90104936	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104937	GCST90104937	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104938	GCST90104938	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104939	GCST90104939	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104940	GCST90104940	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104941	GCST90104941	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104942	GCST90104942	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104943	GCST90104943	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104944	GCST90104944	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104945	GCST90104945	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104946	GCST90104946	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104947	GCST90104947	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104948	GCST90104948	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104949	GCST90104949	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104950	GCST90104950	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90104951	GCST90104951	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90105075	GCST90105075	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90105076	GCST90105076	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90105077	GCST90105077	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90128518	GCST90128518	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90132223	GCST90132223	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90132226	GCST90132226	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90132313	GCST90132313	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134254	GCST90134254	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134288	GCST90134288	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134327	GCST90134327	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134433	GCST90134433	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134532	GCST90134532	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134599	GCST90134599	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134600	GCST90134600	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134601	GCST90134601	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134602	GCST90134602	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90134661	GCST90134661	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90162552	GCST90162552	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90162553	GCST90162553	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90162554	GCST90162554	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90162555	GCST90162555	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165257	GCST90165257	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165259	GCST90165259	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165261	GCST90165261	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165267	GCST90165267	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165271	GCST90165271	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165273	GCST90165273	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165275	GCST90165275	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165277	GCST90165277	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165279	GCST90165279	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165281	GCST90165281	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165283	GCST90165283	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165285	GCST90165285	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165287	GCST90165287	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165289	GCST90165289	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90165290	GCST90165290	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9902675260151453	success	true
GCST90165291	GCST90165291	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9918795039815018	success	true
GCST90204167	GCST90204167	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90225499	GCST90225499	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90225500	GCST90225500	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90225550	GCST90225550	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90239652	GCST90239652	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90239748	GCST90239748	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90239749	GCST90239749	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90239750	GCST90239750	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90239856	GCST90239856	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90243957	GCST90243957	case-control	metadata	missing_case_control_counts	n_cases=10771 n_controls=0	success	true
GCST90243963	GCST90243963	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90244103	GCST90244103	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244822	GCST90244822	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244823	GCST90244823	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244824	GCST90244824	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244825	GCST90244825	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244828	GCST90244828	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244829	GCST90244829	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244832	GCST90244832	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244833	GCST90244833	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244834	GCST90244834	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244835	GCST90244835	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244837	GCST90244837	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244838	GCST90244838	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244839	GCST90244839	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244840	GCST90244840	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244842	GCST90244842	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244845	GCST90244845	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90244846	GCST90244846	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245765	GCST90245765	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245766	GCST90245766	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245767	GCST90245767	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245768	GCST90245768	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245769	GCST90245769	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245770	GCST90245770	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245771	GCST90245771	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245772	GCST90245772	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245773	GCST90245773	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245774	GCST90245774	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245775	GCST90245775	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90245776	GCST90245776	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90255613	GCST90255613	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90255676	GCST90255676	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90255677	GCST90255677	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256681	GCST90256681	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256683	GCST90256683	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256686	GCST90256686	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256689	GCST90256689	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256690	GCST90256690	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256691	GCST90256691	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256692	GCST90256692	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256694	GCST90256694	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256695	GCST90256695	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90256696	GCST90256696	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257015	GCST90257015	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257016	GCST90257016	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257017	GCST90257017	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257018	GCST90257018	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257019	GCST90257019	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257020	GCST90257020	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257021	GCST90257021	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257022	GCST90257022	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257023	GCST90257023	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257024	GCST90257024	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257025	GCST90257025	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257026	GCST90257026	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257027	GCST90257027	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257028	GCST90257028	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257029	GCST90257029	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257030	GCST90257030	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257031	GCST90257031	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257032	GCST90257032	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257033	GCST90257033	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257034	GCST90257034	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257035	GCST90257035	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257036	GCST90257036	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257037	GCST90257037	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257038	GCST90257038	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257039	GCST90257039	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257040	GCST90257040	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
