analysis_id	source_analysis_id	study_design	category	reason	detail	resolver_status	exclude_from_build
GCST90257041	GCST90257041	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257042	GCST90257042	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257043	GCST90257043	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257044	GCST90257044	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257045	GCST90257045	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257046	GCST90257046	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257047	GCST90257047	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257048	GCST90257048	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257049	GCST90257049	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257050	GCST90257050	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257051	GCST90257051	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257052	GCST90257052	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257053	GCST90257053	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257054	GCST90257054	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257055	GCST90257055	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257056	GCST90257056	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257057	GCST90257057	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257058	GCST90257058	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257059	GCST90257059	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257060	GCST90257060	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257061	GCST90257061	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257062	GCST90257062	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257063	GCST90257063	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257064	GCST90257064	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257065	GCST90257065	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257066	GCST90257066	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257067	GCST90257067	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257068	GCST90257068	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257069	GCST90257069	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257070	GCST90257070	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257071	GCST90257071	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257072	GCST90257072	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257073	GCST90257073	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257074	GCST90257074	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257075	GCST90257075	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257076	GCST90257076	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257077	GCST90257077	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257078	GCST90257078	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257079	GCST90257079	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257080	GCST90257080	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257081	GCST90257081	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257082	GCST90257082	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257083	GCST90257083	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257084	GCST90257084	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257085	GCST90257085	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257086	GCST90257086	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257087	GCST90257087	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257088	GCST90257088	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257089	GCST90257089	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257090	GCST90257090	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257091	GCST90257091	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257092	GCST90257092	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257093	GCST90257093	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257094	GCST90257094	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257095	GCST90257095	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257096	GCST90257096	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257097	GCST90257097	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257098	GCST90257098	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257099	GCST90257099	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257100	GCST90257100	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257101	GCST90257101	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257102	GCST90257102	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257103	GCST90257103	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257104	GCST90257104	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90257105	GCST90257105	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264121	GCST90264121	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264122	GCST90264122	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264123	GCST90264123	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264124	GCST90264124	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264125	GCST90264125	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264126	GCST90264126	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264127	GCST90264127	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264128	GCST90264128	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264129	GCST90264129	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264130	GCST90264130	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264131	GCST90264131	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264132	GCST90264132	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264133	GCST90264133	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264134	GCST90264134	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264135	GCST90264135	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264136	GCST90264136	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264137	GCST90264137	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264138	GCST90264138	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264139	GCST90264139	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264140	GCST90264140	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264141	GCST90264141	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264142	GCST90264142	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264143	GCST90264143	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264144	GCST90264144	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264145	GCST90264145	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264146	GCST90264146	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264147	GCST90264147	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264148	GCST90264148	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264149	GCST90264149	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90264150	GCST90264150	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267266	GCST90267266	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267267	GCST90267267	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267268	GCST90267268	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267269	GCST90267269	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267270	GCST90267270	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267271	GCST90267271	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267272	GCST90267272	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267273	GCST90267273	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267274	GCST90267274	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267275	GCST90267275	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267276	GCST90267276	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267277	GCST90267277	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267278	GCST90267278	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267279	GCST90267279	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267280	GCST90267280	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267281	GCST90267281	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267282	GCST90267282	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267283	GCST90267283	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267284	GCST90267284	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267285	GCST90267285	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267286	GCST90267286	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267287	GCST90267287	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267288	GCST90267288	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267289	GCST90267289	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267290	GCST90267290	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267291	GCST90267291	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267292	GCST90267292	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267293	GCST90267293	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267294	GCST90267294	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267295	GCST90267295	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267296	GCST90267296	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267297	GCST90267297	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267298	GCST90267298	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267299	GCST90267299	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267300	GCST90267300	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267301	GCST90267301	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267302	GCST90267302	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267303	GCST90267303	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267304	GCST90267304	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267305	GCST90267305	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267306	GCST90267306	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267307	GCST90267307	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267347	GCST90267347	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267348	GCST90267348	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267349	GCST90267349	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267350	GCST90267350	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267351	GCST90267351	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267352	GCST90267352	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267353	GCST90267353	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267354	GCST90267354	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267355	GCST90267355	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267356	GCST90267356	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267357	GCST90267357	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267358	GCST90267358	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267359	GCST90267359	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267360	GCST90267360	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90267372	GCST90267372	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90268419	GCST90268419	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90268420	GCST90268420	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90268421	GCST90268421	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90268422	GCST90268422	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90269769	GCST90269769	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90270074	GCST90270074	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270075	GCST90270075	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270076	GCST90270076	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270327	GCST90270327	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270328	GCST90270328	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270329	GCST90270329	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270330	GCST90270330	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270331	GCST90270331	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270332	GCST90270332	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270333	GCST90270333	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270334	GCST90270334	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270335	GCST90270335	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270336	GCST90270336	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270337	GCST90270337	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270338	GCST90270338	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270339	GCST90270339	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270340	GCST90270340	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270341	GCST90270341	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90270930	GCST90270930	case-control	ancestry	ancestry_unassigned	gate_reason=margin	success	true
GCST90270931	GCST90270931	case-control	ancestry	ancestry_not_eur	assigned_ancestry=EAS (release target EUR)	success	true
GCST90270932	GCST90270932	case-control	ancestry	ancestry_not_eur	assigned_ancestry=EAS (release target EUR)	success	true
GCST90271315	GCST90271315	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90271641	GCST90271641	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90271755	GCST90271755	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9709459293177205	success	true
GCST90271789	GCST90271789	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90275135	GCST90275135	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275136	GCST90275136	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275137	GCST90275137	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275138	GCST90275138	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275139	GCST90275139	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275140	GCST90275140	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275141	GCST90275141	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275142	GCST90275142	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275143	GCST90275143	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275144	GCST90275144	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275145	GCST90275145	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275146	GCST90275146	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275147	GCST90275147	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275148	GCST90275148	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275149	GCST90275149	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275150	GCST90275150	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275151	GCST90275151	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275152	GCST90275152	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275153	GCST90275153	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275154	GCST90275154	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275155	GCST90275155	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275156	GCST90275156	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275157	GCST90275157	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275158	GCST90275158	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275159	GCST90275159	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275160	GCST90275160	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.676123040183046	success	true
GCST90275161	GCST90275161	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275162	GCST90275162	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760655194709643	success	true
GCST90275163	GCST90275163	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275164	GCST90275164	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760451808789918	success	true
GCST90275165	GCST90275165	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275166	GCST90275166	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6760889769609099	success	true
GCST90275189	GCST90275189	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90275190	GCST90275190	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90275191	GCST90275191	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90275197	GCST90275197	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90275198	GCST90275198	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90275199	GCST90275199	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90276157	GCST90276157	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.19190548373306093	success	true
GCST90276158	GCST90276158	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.19190548373306093	success	true
GCST90276159	GCST90276159	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.19190548373306093	success	true
GCST90276160	GCST90276160	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.19190548373306093	success	true
GCST90277450	GCST90277450	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7112085802237657	success	true
GCST90277451	GCST90277451	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7112085802237657	success	true
GCST90277452	GCST90277452	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7112085802237657	success	true
GCST90278455	GCST90278455	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90278456	GCST90278456	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90281037	GCST90281037	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90281038	GCST90281038	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90281161	GCST90281161	case-control	metadata	missing_case_control_counts	n_cases=585 n_controls=0	success	true
GCST90281163	GCST90281163	case-control	metadata	missing_case_control_counts	n_cases=13635 n_controls=0	success	true
GCST90281165	GCST90281165	case-control	metadata	missing_case_control_counts	n_cases=14135 n_controls=0	success	true
GCST90281169	GCST90281169	case-control	metadata	missing_case_control_counts	n_cases=2758 n_controls=0	success	true
GCST90281171	GCST90281171	case-control	metadata	missing_case_control_counts	n_cases=21899 n_controls=0	success	true
GCST90281173	GCST90281173	case-control	metadata	missing_case_control_counts	n_cases=22567 n_controls=0	success	true
GCST90281176	GCST90281176	case-control	metadata	missing_case_control_counts	n_cases=1380 n_controls=0	success	true
GCST90281178	GCST90281178	case-control	metadata	missing_case_control_counts	n_cases=11361 n_controls=0	success	true
GCST90281180	GCST90281180	case-control	metadata	missing_case_control_counts	n_cases=11643 n_controls=0	success	true
GCST90292488	GCST90292488	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90293085	GCST90293085	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90293086	GCST90293086	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90296697	GCST90296697	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9740418506888578	success	true
GCST90296698	GCST90296698	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9739075143647095	success	true
GCST90296699	GCST90296699	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9739041380490776	success	true
GCST90296700	GCST90296700	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9739233853796522	success	true
GCST90297560	GCST90297560	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90297561	GCST90297561	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90297793	GCST90297793	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=residual r=-0.023708829239883704	success	true
GCST90302879	GCST90302879	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6738243272562536	success	true
GCST90319487	GCST90319487	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90319488	GCST90319488	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90319489	GCST90319489	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399874	GCST90399874	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399875	GCST90399875	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399876	GCST90399876	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399877	GCST90399877	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399878	GCST90399878	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399879	GCST90399879	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399880	GCST90399880	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399881	GCST90399881	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399882	GCST90399882	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399883	GCST90399883	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399884	GCST90399884	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399885	GCST90399885	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399886	GCST90399886	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399887	GCST90399887	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399888	GCST90399888	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399889	GCST90399889	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90399890	GCST90399890	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
