analysis_id	source_analysis_id	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	ancestry_reference_id	af_overlap	dominant_superpop	dominant_proportion	runner_up_margin	nnls_residual	gate_reason	eaf_orientation	eaf_orientation_r	source_assigned_mismatch	ancestry_notes	ancestry_prop_AFR	ancestry_prop_AMR	ancestry_prop_EAS	ancestry_prop_EUR	ancestry_prop_MID	ancestry_prop_NAF	ancestry_prop_SAS
GCST90011998	GCST90011998	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.955819	0.941782	0.0109654	ok	passed	0.981634	false		0.00696219	0.0120803	0.0140367	0.955819	0	0.000615544	0.0104864
GCST90011999	GCST90011999	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948719	0.932326	0.0106256	ok	passed	0.982222	false		0.00769773	0.0147963	0.016393	0.948719	0	0.000872965	0.0115213
GCST90012000	GCST90012000	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957452	0.943903	0.0110018	ok	passed	0.981477	false		0.0068021	0.0115281	0.0135493	0.957452	0	0.00060854	0.0100597
GCST90012001	GCST90012001	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.903298	0.871171	0.0134337	ok	passed	0.984616	false		0.013004	0.0302543	0.0321273	0.903298	0	0.00133303	0.0199828
GCST90012002	GCST90012002	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956021	0.941983	0.0109823	ok	passed	0.981594	false		0.00693122	0.0119931	0.0140376	0.956021	0	0.000553478	0.0104638
GCST90012003	GCST90012003	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.822727	0.716954	0.0787373	residual	passed	0.953811			0.105773	0.0287284	0.00620176	0.822727	0	0	0.0365701
GCST90012004	GCST90012004	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949074	0.932768	0.0106096	ok	passed	0.982173	false		0.00764375	0.0145283	0.0163064	0.949074	0	0.00101457	0.0114328
GCST90012005	GCST90012005	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.928511	0.905834	0.0138185	ok	passed	0.983011	false		0.00958632	0.0226775	0.0223379	0.928511	0	0.00257746	0.0143097
GCST90012006	GCST90012006	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.955791	0.94143	0.0106936	ok	passed	0.98167	false		0.00707905	0.0118526	0.0143606	0.955791	0	0.000175266	0.0107417
GCST90012007	GCST90012007	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.958002	0.944677	0.0110768	ok	passed	0.981435	false		0.00683572	0.0114054	0.0133249	0.958002	0	0.00053343	0.00989854
GCST90012008	GCST90012008	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956965	0.943211	0.0110498	ok	passed	0.981496	false		0.00689439	0.011685	0.0137537	0.956965	0	0.00047905	0.0102231
GCST90012009	GCST90012009	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956932	0.943193	0.0110159	ok	passed	0.981514	false		0.00684798	0.0116878	0.0137392	0.956932	0	0.000572303	0.0102209
GCST90012010	GCST90012010	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.94947	0.933303	0.010653	ok	passed	0.982141	false		0.00765569	0.0145148	0.0161662	0.94947	0	0.000816831	0.0113769
GCST90012011	GCST90012011	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.940859	0.920745	0.00968578	ok	passed	0.982793	false		0.00840219	0.0159005	0.0201141	0.940859	0	0.000686761	0.0140372
GCST90012012	GCST90012012	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.902579	0.870106	0.0131546	ok	passed	0.984731	false		0.012968	0.0304004	0.0324726	0.902579	0	0.00128552	0.0202949
GCST90012013	GCST90012013	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949592	0.93346	0.0106508	ok	passed	0.982132	false		0.00762627	0.0144661	0.0161314	0.949592	0	0.000838029	0.0113466
GCST90012014	GCST90012014	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948301	0.931703	0.0105597	ok	passed	0.982245	false		0.00768128	0.0148495	0.0165977	0.948301	0	0.000871542	0.0116994
GCST90012015	GCST90012015	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956152	0.942148	0.0109827	ok	passed	0.981582	false		0.00691269	0.0119434	0.0140047	0.956152	0	0.000573535	0.0104132
GCST90012016	GCST90012016	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.950068	0.934119	0.0106994	ok	passed	0.982089	false		0.00763997	0.0143255	0.0159485	0.950068	0	0.0008028	0.0112157
GCST90012017	GCST90012017	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948477	0.931942	0.0105921	ok	passed	0.982221	false		0.00766689	0.0148066	0.0165345	0.948477	0	0.000853699	0.0116613
GCST90012018	GCST90012018	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.942698	0.923706	0.00975977	ok	passed	0.982765	false		0.00838332	0.0156357	0.018992	0.942698	0.000203183	0.000984	0.0131035
GCST90012019	GCST90012019	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.95513	0.941141	0.0102545	ok	passed	0.981921	false		0.00673259	0.012332	0.0139896	0.95513	0	0.0015593	0.0102562
GCST90012020	GCST90012020	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949801	0.933756	0.0106981	ok	passed	0.982111	false		0.00767729	0.0144419	0.0160447	0.949801	0	0.000770366	0.0112651
GCST90012021	GCST90012021	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.947724	0.930973	0.0106252	ok	passed	0.982283	false		0.00778374	0.0151019	0.0167509	0.947724	0	0.000863929	0.0117759
GCST90012022	GCST90012022	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949054	0.932732	0.0106487	ok	passed	0.982167	false		0.00767378	0.0146365	0.0163223	0.949054	0	0.000815037	0.011498
GCST90012023	GCST90012023	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948387	0.931797	0.0106002	ok	passed	0.982219	false		0.00769596	0.0148036	0.0165897	0.948387	0	0.00083145	0.0116925
GCST90012024	GCST90012024	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949487	0.933333	0.0106616	ok	passed	0.982138	false		0.00764612	0.0145015	0.0161541	0.949487	0	0.000845703	0.0113656
GCST90012025	GCST90012025	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957921	0.944542	0.0110629	ok	passed	0.981436	false		0.00682125	0.0114014	0.0133782	0.957921	0	0.000523288	0.00995518
GCST90012026	GCST90012026	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.95669	0.942866	0.0109978	ok	passed	0.981537	false		0.00686998	0.0117661	0.013824	0.95669	0	0.000583332	0.0102666
GCST90012027	GCST90012027	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.959534	0.9471	0.0106901	ok	passed	0.981492	false		0.00638807	0.0106495	0.0124344	0.959534	0	0.00109041	0.00990315
GCST90012028	GCST90012028	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.947976	0.931037	0.0102723	ok	passed	0.98233	false		0.00785508	0.0147336	0.0169389	0.947976	0	0.000479959	0.0120166
GCST90012029	GCST90012029	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.94816	0.931467	0.00913725	ok	passed	0.982562	false		0.00725062	0.0131416	0.0166929	0.94816	0.000916331	0.00193398	0.0119042
GCST90012030	GCST90012030	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.898564	0.86474	0.0140246	ok	passed	0.984773	false		0.0133381	0.0304953	0.033824	0.898564	0.000789561	0.00325794	0.0197306
GCST90012031	GCST90012031	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.958055	0.944713	0.0110828	ok	passed	0.981424	false		0.00683051	0.0113579	0.0133416	0.958055	0	0.000514687	0.00990042
GCST90012032	GCST90012032	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948148	0.931549	0.0105888	ok	passed	0.982267	false		0.00772242	0.0149508	0.0165988	0.948148	0	0.00090559	0.0116747
GCST90012033	GCST90012033	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.944467	0.926049	0.00971071	ok	passed	0.982668	false		0.008248	0.0150484	0.0184173	0.944467	1.63762e-05	0.00104537	0.0127579
GCST90012034	GCST90012034	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957773	0.94433	0.0110707	ok	passed	0.981444	false		0.00682829	0.0114406	0.0134422	0.957773	0	0.000535096	0.00998111
GCST90012035	GCST90012035	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957889	0.944514	0.0110666	ok	passed	0.981444	false		0.00683333	0.0114214	0.0133744	0.957889	0	0.000550653	0.00993136
GCST90012036	GCST90012036	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.954303	0.940031	0.0102229	ok	passed	0.981985	false		0.00673066	0.0125837	0.0142729	0.954303	0	0.00162793	0.0104814
GCST90012037	GCST90012037	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.955611	0.941374	0.00879412	ok	passed	0.981832	false		0.00489833	0.0126249	0.0142374	0.955611	0	0	0.0126281
GCST90012038	GCST90012038	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949814	0.933793	0.0107029	ok	passed	0.982113	false		0.00766276	0.0144304	0.0160206	0.949814	0	0.000816122	0.0112565
GCST90012039	GCST90012039	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957319	0.943801	0.0109978	ok	passed	0.981518	false		0.00684834	0.0116024	0.0135173	0.957319	0	0.00061969	0.0100937
GCST90012040	GCST90012040	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956881	0.942831	0.0111229	ok	passed	0.981408	false		0.00685715	0.0115212	0.0140503	0.956881	0	0.000260082	0.0104303
GCST90012041	GCST90012041	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.950168	0.9344	0.0106791	ok	passed	0.98215	false		0.00762358	0.0144024	0.0157683	0.950168	0	0.00097056	0.0110672
GCST90012042	GCST90012042	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.9826	0.976707	0.0100716	ok	passed	0.980071	false		0.00589319	0.00268202	0.00433097	0.9826	0	0.00142423	0.00306932
GCST90012043	GCST90012043	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.931466	0.909737	0.0223318	ok	passed	0.980293	false		0.0191843	0.0217283	0.0190468	0.931466	0	0	0.00857511
GCST90012044	GCST90012044	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.942442	0.923336	0.00962987	ok	passed	0.982805	false		0.00829552	0.0156152	0.0191054	0.942442	0.000224716	0.00105557	0.013262
GCST90012045	GCST90012045	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.943766	0.925261	0.00982999	ok	passed	0.982701	false		0.0083598	0.0153597	0.018505	0.943766	0.000325625	0.00099957	0.012684
GCST90012046	GCST90012046	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.960091	0.947682	0.00987719	ok	passed	0.981384	false		0.00497113	0.0120669	0.0124094	0.960091	0	0	0.0104615
GCST90012047	GCST90012047	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.956481	0.942626	0.0109992	ok	passed	0.981566	false		0.00691861	0.0118524	0.0138542	0.956481	0	0.000589363	0.0103049
GCST90012048	GCST90012048	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949753	0.933704	0.0106662	ok	passed	0.982125	false		0.00764969	0.0144302	0.0160482	0.949753	0	0.000833197	0.0112861
GCST90012049	GCST90012049	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949707	0.933636	0.0106586	ok	passed	0.982129	false		0.00764136	0.0144462	0.016071	0.949707	0	0.000826824	0.0113078
GCST90012050	GCST90012050	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.943697	0.925016	0.00973708	ok	passed	0.982708	false		0.0083068	0.0153127	0.0186806	0.943697	5.31447e-05	0.0010129	0.0129372
GCST90012051	GCST90012051	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.957344	0.943757	0.0110688	ok	passed	0.981481	false		0.00686684	0.0115851	0.0135871	0.957344	0	0.000547829	0.0100688
GCST90012052	GCST90012052	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.944343	0.925928	0.00974547	ok	passed	0.982671	false		0.00826251	0.0151253	0.0184149	0.944343	4.96996e-05	0.00105623	0.012748
GCST90012053	GCST90012053	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.958052	0.944704	0.0109995	ok	passed	0.98146	false		0.00688844	0.0112993	0.0133478	0.958052	0	0.000411574	0.0100009
GCST90012054	GCST90012054	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949414	0.93322	0.010642	ok	passed	0.982144	false		0.00762993	0.0145203	0.0161941	0.949414	0	0.000836847	0.0114048
GCST90012055	GCST90012055	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949929	0.933972	0.0106068	ok	passed	0.982144	false		0.00760063	0.0144077	0.0159566	0.949929	0	0.000904046	0.0112025
GCST90012056	GCST90012056	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.947097	0.930046	0.0102357	ok	passed	0.982375	false		0.0077099	0.0149135	0.0170514	0.947097	0	0.000946494	0.0122813
GCST90012057	GCST90012057	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.943806	0.92516	0.00972347	ok	passed	0.982705	false		0.00829231	0.015275	0.0186458	0.943806	8.49743e-06	0.00103658	0.0129359
GCST90012058	GCST90012058	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.992898	0.988657	0.0177072	ok	passed	0.97748	false		0.00286079	0.00424125	0	0.992898	0	0	0
GCST90012059	GCST90012059	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.9578	0.944363	0.0110829	ok	passed	0.981444	false		0.00684496	0.011452	0.0134367	0.9578	0	0.00049981	0.00996698
GCST90012060	GCST90012060	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.950019	0.934058	0.0106741	ok	passed	0.982101	false		0.00763951	0.0143394	0.0159606	0.950019	0	0.000819351	0.0112226
GCST90012061	GCST90012061	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.945852	0.927516	0.00861379	ok	passed	0.982414	false		0.00601996	0.0152183	0.0183359	0.945852	0	0	0.014574
GCST90012062	GCST90012062	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.897479	0.863211	0.0135451	ok	passed	0.984946	false		0.0132226	0.0306929	0.0342677	0.897479	0.00120857	0.00309859	0.020031
GCST90012063	GCST90012063	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949603	0.933474	0.010657	ok	passed	0.98213	false		0.00764613	0.0144575	0.0161293	0.949603	0	0.000822894	0.0113411
GCST90012064	GCST90012064	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.947887	0.930485	0.00936752	ok	passed	0.982174	false		0.006205	0.0151395	0.0174014	0.947887	0	0	0.0133672
GCST90012065	GCST90012065	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.942129	0.92291	0.00966948	ok	passed	0.982817	false		0.00835697	0.0157569	0.0192192	0.942129	0.00024448	0.00100576	0.0132878
GCST90012066	GCST90012066	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.95834	0.945126	0.0110736	ok	passed	0.981417	false		0.00682231	0.0112838	0.0132137	0.95834	0	0.000537055	0.00980292
GCST90012067	GCST90012067	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949701	0.933625	0.0107095	ok	passed	0.982117	false		0.00767444	0.0144732	0.0160762	0.949701	0	0.000807891	0.0112668
GCST90012068	GCST90012068	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.902793	0.870367	0.0131965	ok	passed	0.984708	false		0.0129462	0.0303824	0.0324264	0.902793	0	0.00131277	0.0201388
GCST90012069	GCST90012069	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949819	0.933742	0.0106732	ok	passed	0.982112	false		0.00763919	0.0144034	0.0160774	0.949819	0	0.000810942	0.0112498
GCST90012070	GCST90012070	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.94842	0.93192	0.010616	ok	passed	0.982248	false		0.00769732	0.0148915	0.0165006	0.94842	0	0.000944488	0.0115459
GCST90012071	GCST90012071	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.938012	0.918676	0.0141586	ok	passed	0.982195	false		0.0094136	0.0192881	0.0193355	0.938012	0	0.0015841	0.0123672
GCST90012072	GCST90012072	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.948285	0.930976	0.00919874	ok	passed	0.982188	false		0.00610783	0.0149678	0.0173087	0.948285	0	0	0.0133306
GCST90012073	GCST90012073	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.949808	0.933715	0.0106484	ok	passed	0.982121	false		0.00763797	0.0144033	0.0160938	0.949808	0	0.000822828	0.0112337
GCST90012074	GCST90012074	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.942044	0.92276	0.00965606	ok	passed	0.982827	false		0.00834556	0.0157959	0.0192842	0.942044	0.000230006	0.00103866	0.0132619
GCST90012075	GCST90012075	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.955467	0.941192	0.0109506	ok	passed	0.98164	false		0.00696859	0.0122014	0.0142751	0.955467	0	0.000478397	0.0106093
GCST90012076	GCST90012076	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.945538	0.928	0.0104071	ok	passed	0.982498	false		0.00774919	0.0157456	0.0175377	0.945538	0	0.00106868	0.0123609
GCST90012077	GCST90012077	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.943398	0.92459	0.00972723	ok	passed	0.982733	false		0.00832737	0.0154254	0.0188075	0.943398	8.20322e-05	0.00100853	0.0129515
GCST90012078	GCST90012078	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.910594	0.882186	0.0123845	ok	passed	0.984584	false		0.012417	0.0272431	0.0284074	0.910594	0	0.00222978	0.019109
GCST90012079	GCST90012079	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.947622	0.930695	0.0102257	ok	passed	0.982335	false		0.00768747	0.0147592	0.0169274	0.947622	0	0.000894217	0.0121093
GCST90012080	GCST90012080	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.955173	0.941208	0.0102667	ok	passed	0.981927	false		0.00672524	0.012351	0.0139648	0.955173	0	0.00159692	0.010189
GCST90012081	GCST90012081	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.958269	0.944998	0.0110998	ok	passed	0.981407	false		0.00682688	0.0113082	0.0132714	0.958269	0	0.000493546	0.00983099
GCST90012082	GCST90012082	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.887097	0.850537	0.0117289	ok	passed	0.985941	false		0.0138824	0.0308773	0.03656	0.887097	0.00574178	0.00354429	0.0222968
GCST90012083	GCST90012083	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.913039	0.875671	0.0148164	ok	passed	0.984368	false		0.0152619	0.0268564	0.0373678	0.913039	0	0	0.00747476
GCST90012088	GCST90012088	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012102	GCST90012102	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00453936	ok	passed	0.979185	false		0	0	0	1	0	0	0
GCST90012103	GCST90012103	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0045947	ok	passed	0.979183	false		0	0	0	1	0	0	0
GCST90012104	GCST90012104	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00453356	ok	passed	0.979187	false		0	0	0	1	0	0	0
GCST90012105	GCST90012105	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00458837	ok	passed	0.9792	false		0	0	0	1	0	0	0
GCST90012106	GCST90012106	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0045415	ok	passed	0.979186	false		0	0	0	1	0	0	0
GCST90012107	GCST90012107	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00454052	ok	passed	0.979186	false		0	0	0	1	0	0	0
GCST90012108	GCST90012108	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00460158	ok	passed	0.979185	false		0	0	0	1	0	0	0
GCST90012109	GCST90012109	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00460112	ok	passed	0.979185	false		0	0	0	1	0	0	0
GCST90012110	GCST90012110	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00454475	ok	passed	0.979187	false		0	0	0	1	0	0	0
GCST90012111	GCST90012111	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00454433	ok	passed	0.979187	false		0	0	0	1	0	0	0
GCST90012112	GCST90012112	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00450501	ok	passed	0.979191	false		0	0	0	1	0	0	0
GCST90012113	GCST90012113	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00458033	ok	passed	0.979194	false		0	0	0	1	0	0	0
GCST90012114	GCST90012114	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00451599	ok	passed	0.979191	false		0	0	0	1	0	0	0
GCST90012115	GCST90012115	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012174	GCST90012174	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012175	GCST90012175	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012176	GCST90012176	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012177	GCST90012177	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012178	GCST90012178	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012179	GCST90012179	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012180	GCST90012180	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012181	GCST90012181	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012182	GCST90012182	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012183	GCST90012183	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012184	GCST90012184	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012185	GCST90012185	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012186	GCST90012186	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012187	GCST90012187	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012188	GCST90012188	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012189	GCST90012189	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012190	GCST90012190	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012191	GCST90012191	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012192	GCST90012192	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012193	GCST90012193	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012194	GCST90012194	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012195	GCST90012195	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012196	GCST90012196	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012197	GCST90012197	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012198	GCST90012198	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012199	GCST90012199	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012200	GCST90012200	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012201	GCST90012201	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012202	GCST90012202	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90012790	GCST90012790	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00452461	ok	passed	0.979238	false		0	0	0	1	0	0	0
GCST90012791	GCST90012791	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00454753	ok	passed	0.979228	false		0	0	0	1	0	0	0
GCST90012792	GCST90012792	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00452209	ok	passed	0.979191	false		0	0	0	1	0	0	0
GCST90012793	GCST90012793	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00452238	ok	passed	0.979191	false		0	0	0	1	0	0	0
GCST90012794	GCST90012794	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0045219	ok	passed	0.979191	false		0	0	0	1	0	0	0
GCST90012857	GCST90012857	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00456313	ok	passed	0.976246	false		0	0	0	1	0	0	0
GCST90012877	GCST90012877	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00461759	ok	passed	0.977853	false		0	0	0	1	0	0	0
GCST90012878	GCST90012878	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00622495	ok	passed	0.979008	false		0	0	0	1	0	0	0
GCST90013302	GCST90013302	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996521	0.993042	0.0101484	ok	passed	0.97684	false		0	0.00347911	0	0.996521	0	0	0
