analysis_id	source_analysis_id	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	ancestry_reference_id	af_overlap	dominant_superpop	dominant_proportion	runner_up_margin	nnls_residual	gate_reason	eaf_orientation	eaf_orientation_r	source_assigned_mismatch	ancestry_notes	ancestry_prop_AFR	ancestry_prop_AMR	ancestry_prop_EAS	ancestry_prop_EUR	ancestry_prop_MID	ancestry_prop_NAF	ancestry_prop_SAS
GCST90267287	GCST90267287	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267288	GCST90267288	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267289	GCST90267289	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267290	GCST90267290	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267291	GCST90267291	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267292	GCST90267292	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267293	GCST90267293	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267294	GCST90267294	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267295	GCST90267295	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267296	GCST90267296	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267297	GCST90267297	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267298	GCST90267298	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267299	GCST90267299	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267300	GCST90267300	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267301	GCST90267301	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267302	GCST90267302	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267303	GCST90267303	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267304	GCST90267304	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267305	GCST90267305	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267306	GCST90267306	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267307	GCST90267307	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267347	GCST90267347	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267348	GCST90267348	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267349	GCST90267349	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267350	GCST90267350	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267351	GCST90267351	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267352	GCST90267352	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267353	GCST90267353	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267354	GCST90267354	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267355	GCST90267355	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267356	GCST90267356	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267357	GCST90267357	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267358	GCST90267358	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267359	GCST90267359	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267360	GCST90267360	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267361	GCST90267361	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.985376	0.980433	0.00720037	ok	passed	0.977948	false		0.00244361	0.00494351	0.00203384	0.985376	0	0.00157447	0.00362847
GCST90267362	GCST90267362	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.986372	0.982635	0.00679274	ok	passed	0.977435	false		0.00321947	0.00373749	0.00178341	0.986372	0	0.0013439	0.00354343
GCST90267363	GCST90267363	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.005274	ok	passed	0.976817	false		0	0	0	1	0	0	0
GCST90267364	GCST90267364	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.986411	0.981433	0.006739	ok	passed	0.978496	false		0.00186128	0.00497852	0.00216217	0.986411	0	0.00126602	0.00332096
GCST90267372	GCST90267372	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST90267408	GCST90267408	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00837612	ok	passed	0.967831	false		0	0	0	1	0	0	0
GCST90267409	GCST90267409	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00837598	ok	passed	0.967833	false		0	0	0	1	0	0	0
GCST90267410	GCST90267410	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00837647	ok	passed	0.967815	false		0	0	0	1	0	0	0
GCST90267411	GCST90267411	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00837647	ok	passed	0.967815	false		0	0	0	1	0	0	0
GCST90267567	GCST90267567	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.981356	0.976156	0.00799862	ok	passed	0.979555	false		0.00228788	0.00515377	0.00207397	0.981356	0	0.00392903	0.00519964
GCST90267568	GCST90267568	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.9814	0.976234	0.00799677	ok	passed	0.979554	false		0.00228591	0.00514574	0.00208096	0.9814	0	0.00392109	0.00516633
GCST90267571	GCST90267571	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.940133	0.905196	0.0107013	ok	passed	0.981177	false		0.00554525	0.0349377	0.0131697	0.940133	0	0.00462548	0.00158834
GCST90267572	GCST90267572	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.9402	0.905286	0.0106974	ok	passed	0.981175	false		0.00554284	0.0349147	0.0131551	0.9402	0	0.00462229	0.00156469
GCST90267573	GCST90267573	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.9813	0.976084	0.00792972	ok	passed	0.979565	false		0.00230539	0.00502454	0.00206199	0.9813	0	0.00409137	0.00521652
GCST90267574	GCST90267574	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.981345	0.976164	0.00795806	ok	passed	0.979557	false		0.00234705	0.00502736	0.00209355	0.981345	0	0.00400588	0.00518094
GCST90267577	GCST90267577	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.940825	0.906477	0.0105964	ok	passed	0.981163	false		0.00552534	0.0343475	0.0130026	0.940825	0	0.00467792	0.00162195
GCST90267578	GCST90267578	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.939665	0.904436	0.0106998	ok	passed	0.981197	false		0.00560898	0.0352291	0.013279	0.939665	0	0.00466277	0.00155468
GCST90267986	GCST90267986	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00456068	ok	passed	0.977126	false		0	0	0	1	0	0	0
GCST90268116	GCST90268116	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97928	0.967428	0.00552629	ok	passed	0.980151	false		0.00552671	0.00127701	0.00183923	0.97928	0	0.000225047	0.0118518
GCST90268117	GCST90268117	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979494	0.967645	0.00459083	ok	passed	0.980203	false		0.00560326	0.00111235	0.00194077	0.979494	0	0	0.0118493
GCST90268118	GCST90268118	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979366	0.967505	0.00531382	ok	passed	0.980159	false		0.00545121	0.00128791	0.00182252	0.979366	0	0.000211869	0.0118606
GCST90268119	GCST90268119	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979328	0.967497	0.00552557	ok	passed	0.980151	false		0.00552773	0.00128784	0.00184487	0.979328	0	0.000179719	0.0118316
GCST90268120	GCST90268120	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97937	0.967485	0.00483965	ok	passed	0.980195	false		0.0056512	0.00115951	0.00193492	0.97937	0	0	0.0118848
GCST90268121	GCST90268121	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979302	0.967448	0.00556588	ok	passed	0.980148	false		0.00551534	0.00126927	0.00185535	0.979302	0	0.000202639	0.0118549
GCST90268122	GCST90268122	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979306	0.967418	0.00530765	ok	passed	0.980161	false		0.00547897	0.00125967	0.00183254	0.979306	0	0.00023401	0.0118884
GCST90268123	GCST90268123	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97974	0.967859	0.0055504	ok	passed	0.980085	false		0.00533243	0.00105321	0.00178469	0.97974	0	0.000208751	0.0118811
GCST90268124	GCST90268124	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979816	0.967931	0.00492273	ok	passed	0.980125	false		0.00546129	0.000933334	0.00190474	0.979816	0	0	0.0118846
GCST90268125	GCST90268125	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979875	0.967982	0.00462538	ok	passed	0.980136	false		0.00540332	0.00093523	0.00189373	0.979875	0	0	0.011893
GCST90268126	GCST90268126	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97986	0.967956	0.00467505	ok	passed	0.980134	false		0.00541449	0.000923766	0.00189772	0.97986	0	0	0.0119042
GCST90268127	GCST90268127	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979871	0.967978	0.00461758	ok	passed	0.980137	false		0.00540486	0.000946256	0.00188502	0.979871	0	0	0.0118927
GCST90268128	GCST90268128	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979833	0.967953	0.00487669	ok	passed	0.980126	false		0.00544796	0.000940931	0.00189911	0.979833	0	0	0.0118795
GCST90268129	GCST90268129	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979719	0.967807	0.00554902	ok	passed	0.980085	false		0.00531841	0.0010908	0.00177619	0.979719	0	0.000184549	0.0119115
GCST90268130	GCST90268130	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979809	0.967903	0.00486756	ok	passed	0.980128	false		0.00544871	0.000962051	0.00187508	0.979809	0	0	0.0119056
GCST90268131	GCST90268131	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97974	0.967823	0.00533139	ok	passed	0.980095	false		0.00527516	0.00104053	0.00178492	0.97974	0	0.000241382	0.0119176
GCST90268132	GCST90268132	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97974	0.967859	0.0055504	ok	passed	0.980085	false		0.00533243	0.00105321	0.00178469	0.97974	0	0.000208751	0.0118811
GCST90268133	GCST90268133	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979715	0.967804	0.00555013	ok	passed	0.980085	false		0.00532585	0.00107497	0.0017746	0.979715	0	0.00019841	0.0119108
GCST90268134	GCST90268134	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979875	0.967982	0.00462538	ok	passed	0.980136	false		0.00540332	0.00093523	0.00189373	0.979875	0	0	0.011893
GCST90268135	GCST90268135	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97972	0.967815	0.00555636	ok	passed	0.980084	false		0.00532411	0.00105326	0.00179363	0.97972	0	0.00020333	0.0119056
GCST90268136	GCST90268136	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979781	0.967864	0.00533133	ok	passed	0.980094	false		0.00528756	0.00105991	0.00177988	0.979781	0	0.000175137	0.0119168
GCST90268137	GCST90268137	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979829	0.967945	0.0048698	ok	passed	0.980127	false		0.0054484	0.000953916	0.00188403	0.979829	0	0	0.0118842
GCST90268138	GCST90268138	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979719	0.967807	0.00554902	ok	passed	0.980085	false		0.00531841	0.0010908	0.00177619	0.979719	0	0.000184549	0.0119115
GCST90268139	GCST90268139	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979714	0.967785	0.0055494	ok	passed	0.980085	false		0.00533034	0.00107567	0.00177	0.979714	0	0.000181111	0.0119292
GCST90268140	GCST90268140	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97974	0.967823	0.00533139	ok	passed	0.980095	false		0.00527516	0.00104053	0.00178492	0.97974	0	0.000241382	0.0119176
GCST90268141	GCST90268141	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97928	0.967428	0.00552629	ok	passed	0.980151	false		0.00552671	0.00127701	0.00183923	0.97928	0	0.000225047	0.0118518
GCST90268142	GCST90268142	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979494	0.967645	0.00459083	ok	passed	0.980203	false		0.00560326	0.00111235	0.00194077	0.979494	0	0	0.0118493
GCST90268143	GCST90268143	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979344	0.967494	0.00556899	ok	passed	0.980148	false		0.00551964	0.00128699	0.00182793	0.979344	0	0.000171683	0.0118498
GCST90268144	GCST90268144	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979328	0.967497	0.00552557	ok	passed	0.980151	false		0.00552773	0.00128784	0.00184487	0.979328	0	0.000179719	0.0118316
GCST90268145	GCST90268145	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979263	0.967356	0.00552669	ok	passed	0.980152	false		0.00552959	0.00127388	0.00182957	0.979263	0	0.000197796	0.0119064
GCST90268146	GCST90268146	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979302	0.967448	0.00556588	ok	passed	0.980148	false		0.00551534	0.00126927	0.00185535	0.979302	0	0.000202639	0.0118549
GCST90268147	GCST90268147	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.979306	0.967418	0.00530765	ok	passed	0.980161	false		0.00547897	0.00125967	0.00183254	0.979306	0	0.00023401	0.0118884
GCST90268400	GCST90268400	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.980163	0.96709	0.0183032	ok	passed	0.974028	false		0	0.00676417	0.0130727	0.980163	0	0	0
GCST90268401	GCST90268401	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0182875	ok	passed	0.974604	false		0	0	0	1	0	0	0
GCST90268402	GCST90268402	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.95369	0.932219	0.00525974	ok	passed	0.981335	false		0.0166738	0.0017032	0.00272941	0.95369	0	0.0037327	0.021471
GCST90268419	GCST90268419	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.401418	0.167957	0.242842	residual	passed	0.663421			0.193386	0.00822065	0.0214592	0.401418	0	0.142055	0.233461
GCST90268420	GCST90268420	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.401418	0.167957	0.242842	residual	passed	0.663421			0.193386	0.00822065	0.0214592	0.401418	0	0.142055	0.233461
GCST90268421	GCST90268421	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.400372	0.167353	0.24281	residual	passed	0.66356			0.19381	0.00758983	0.022513	0.400372	0	0.142697	0.233019
GCST90268422	GCST90268422	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.400372	0.167353	0.24281	residual	passed	0.66356			0.19381	0.00758983	0.022513	0.400372	0	0.142697	0.233019
GCST90268462	GCST90268462	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0094461	ok	passed	0.976159	false		0	0	0	1	0	0	0
GCST90268463	GCST90268463	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996681	0.994373	0.0105497	ok	passed	0.976565	false		0	0	0	0.996681	0	0.00101148	0.00230752
GCST90268464	GCST90268464	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.993148	0.98718	0.00961698	ok	passed	0.976482	false		0	0	0	0.993148	0	0.00596868	0.000882926
GCST90268465	GCST90268465	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.988137	0.98016	0.0145547	ok	passed	0.974603	false		0	0.00388613	0	0.988137	0	0	0.00797705
GCST90268466	GCST90268466	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0135811	ok	passed	0.973747	false		0	0	0	1	0	0	0
GCST90268467	GCST90268467	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.95764	0.936623	0.00454584	ok	passed	0.981332	false		0.0122727	0.000623711	0.00342708	0.95764	0	0.0050201	0.0210167
GCST90268468	GCST90268468	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.995809	0.991619	0.0106944	ok	passed	0.976169	false		0	0	0	0.995809	0	0.00419061	0
GCST90268469	GCST90268469	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.994688	0.989377	0.0110875	ok	passed	0.975901	false		0	0.00531172	0	0.994688	0	0	0
GCST90268470	GCST90268470	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.994699	0.992171	0.0100688	ok	passed	0.976836	false		0	7.78176e-05	0.00240287	0.994699	0	0.000292019	0.00252818
GCST90268471	GCST90268471	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0111639	ok	passed	0.975132	false		0	0	0	1	0	0	0
GCST90268472	GCST90268472	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.999622	0.999244	0.00813198	ok	passed	0.977534	false		0	0	0.000378073	0.999622	0	0	0
GCST90268473	GCST90268473	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.940753	0.912333	0.00971814	ok	passed	0.983073	false		0.0284202	0	0.0255501	0.940753	0	0.00344867	0.00182779
GCST90268474	GCST90268474	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.998795	0.99759	0.0138476	ok	passed	0.974238	false		0	0.00120491	0	0.998795	0	0	0
GCST90268475	GCST90268475	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.997358	0.995839	0.0106197	ok	passed	0.975947	false		0	0	0	0.997358	0	0.00112247	0.00151916
GCST90268476	GCST90268476	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.958679	0.938227	0.00458671	ok	passed	0.981295	false		0.0113602	0.00081415	0.00450826	0.958679	0	0.00418645	0.0204519
GCST90268477	GCST90268477	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.999713	0.999426	0.00803715	ok	passed	0.977203	false		0	0	0	0.999713	0	0.000286761	0
GCST90268478	GCST90268478	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00906762	ok	passed	0.976682	false		0	0	0	1	0	0	0
GCST90268479	GCST90268479	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996358	0.993229	0.0110259	ok	passed	0.975954	false		0	0.00312914	0.000513126	0.996358	0	0	0
GCST90268480	GCST90268480	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.921614	0.889216	0.0113044	ok	passed	0.983916	false		0.0323971	0.00167634	0.0222244	0.921614	0	0	0.0220886
GCST90268481	GCST90268481	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.999359	0.998717	0.00631558	ok	passed	0.978306	false		0	0	0	0.999359	0	0	0.000641429
GCST90268482	GCST90268482	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.97064	0.951856	0.00756416	ok	passed	0.980575	false		0.0187843	0.00108238	0	0.97064	0	0	0.00949336
GCST90268483	GCST90268483	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.988202	0.979122	0.00674505	ok	passed	0.978817	false		0	0.00271864	0	0.988202	0	0	0.00907977
GCST90268484	GCST90268484	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.999404	0.998807	0.013659	ok	passed	0.974273	false		0	0	0.000596432	0.999404	0	0	0
GCST90268485	GCST90268485	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.966703	0.951097	0.00491511	ok	passed	0.980669	false		0.00579437	0.00223585	0.00653734	0.966703	0	0.00312246	0.0156066
GCST90268486	GCST90268486	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00624066	ok	passed	0.978169	false		0	0	0	1	0	0	0
GCST90268487	GCST90268487	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.89583	0.840813	0.0213408	ok	passed	0.98225	false		0.00649253	0.00320914	0.0550169	0.89583	0	0.00915154	0.0303003
GCST90268488	GCST90268488	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.926876	0.894004	0.0146397	ok	passed	0.98275	false		0.032872	0.0036742	0.0152365	0.926876	0	0	0.0213415
GCST90268489	GCST90268489	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.977011	0.958433	0.0101618	ok	passed	0.979825	false		0.0185776	0.00394237	0.000468965	0.977011	0	0	0
GCST90268490	GCST90268490	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.99593	0.992984	0.00789036	ok	passed	0.977954	false		0	0.00112382	0.00294631	0.99593	0	0	0
GCST90268491	GCST90268491	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.98585	0.971699	0.00674418	ok	passed	0.978999	false		0	0	0	0.98585	0	0	0.0141504
GCST90268492	GCST90268492	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.900857	0.84762	0.021002	ok	passed	0.982129	false		0.00639448	0.00398303	0.0532372	0.900857	0	0.00556502	0.029963
GCST90268493	GCST90268493	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.983755	0.967584	0.00675377	ok	passed	0.979074	false		7.34098e-05	0	0	0.983755	0	0	0.0161714
GCST90268494	GCST90268494	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.899348	0.842695	0.0228276	ok	passed	0.981769	false		0.00731465	0.00417877	0.0566526	0.899348	0	0.00741224	0.0250941
GCST90268495	GCST90268495	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.998697	0.997394	0.00652213	ok	passed	0.978148	false		0	0	0	0.998697	0	0	0.00130301
GCST90268496	GCST90268496	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00822505	ok	passed	0.977122	false		0	0	0	1	0	0	0
GCST90268497	GCST90268497	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.962346	0.943522	0.00453876	ok	passed	0.98112	false		0.0118519	0.000713136	0.00288042	0.962346	0	0.00338362	0.0188247
GCST90268498	GCST90268498	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.962346	0.943522	0.00453876	ok	passed	0.98112	false		0.0118519	0.000713136	0.00288042	0.962346	0	0.00338362	0.0188247
GCST90268499	GCST90268499	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.961325	0.943746	0.00452816	ok	passed	0.981199	false		0.0131088	0.000883495	0.00276593	0.961325	0	0.00433673	0.0175797
GCST90268500	GCST90268500	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.961325	0.943746	0.00452816	ok	passed	0.981199	false		0.0131088	0.000883495	0.00276593	0.961325	0	0.00433673	0.0175797
GCST90269769	GCST90269769	European		unassigned	ref_freqs.hg38.tsv.gz	43920	EUR	0.716249	0.553488	0.201081	residual	passed	0.768091			0.162761	0	0.0314278	0.716249	0.0235969	0	0.0659654
GCST90269902	GCST90269902	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00530091	ok	passed	0.979387	false		0	0	0	1	0	0	0
GCST90269904	GCST90269904	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.988229	0.981351	0.0169093	ok	passed	0.975064	false		0	0.00489309	0.00687773	0.988229	0	0	0
GCST90269905	GCST90269905	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.987646	0.980307	0.0169985	ok	passed	0.974999	false		0	0.00501384	0.00733981	0.987646	0	0	0
GCST90269925	GCST90269925	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.993649	0.989195	0.0156516	ok	passed	0.979639	false		0	0.00189585	0	0.993649	0	0	0.00445465
GCST90269926	GCST90269926	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.993649	0.989195	0.0156516	ok	passed	0.979639	false		0	0.00189585	0	0.993649	0	0	0.00445465
GCST90269927	GCST90269927	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.993649	0.989195	0.0156516	ok	passed	0.979639	false		0	0.00189585	0	0.993649	0	0	0.00445465
GCST90269928	GCST90269928	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.992855	0.98571	0.021321	ok	passed	0.976162	false		0	0	0	0.992855	0	0	0.00714499
GCST90269929	GCST90269929	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.992855	0.98571	0.021321	ok	passed	0.976162	false		0	0	0	0.992855	0	0	0.00714499
GCST90269930	GCST90269930	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.992855	0.98571	0.021321	ok	passed	0.976162	false		0	0	0	0.992855	0	0	0.00714499
GCST90269931	GCST90269931	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.992855	0.98571	0.021321	ok	passed	0.976162	false		0	0	0	0.992855	0	0	0.00714499
GCST90269957	GCST90269957	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.565455	0.239164	0.00878717	ok	passed	0.992572	false		0.0603887	0.0265265	0.326291	0.565455	0	0.0111333	0.0102049
GCST90269970	GCST90269970	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996555	0.994932	0.00478366	ok	passed	0.977739	false		0.000911922	0.0016233	0	0.996555	0	0.000909559	0
GCST90270074	GCST90270074	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
