analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-8631	ukb-b-8631	Non-cancer illness code, self-reported: malabsorption/coeliac disease	Non-cancer illness code, self-reported: malabsorption/coeliac disease			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8631.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1989	460944		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8633	ukb-b-8633	Main speciality of consultant (recoded): Gastroenterology	Main speciality of consultant (recoded): Gastroenterology			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8633.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461504	38993	422511		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8637	ukb-b-8637	Non-cancer illness code, self-reported: retinal detachment	Non-cancer illness code, self-reported: retinal detachment			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8637.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1548	461385		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8648	ukb-b-8648	Operative procedures - secondary OPCS: X33.9 Unspecified other blood transfusion	Operative procedures - secondary OPCS: X33.9 Unspecified other blood transfusion			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8648.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1432	461578		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8650	ukb-b-8650	Non-cancer illness code, self-reported: angina	Non-cancer illness code, self-reported: angina			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8650.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	14770	448163		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8659	ukb-b-8659	Type of yogurt eaten: Full fat yogurt consumers	Type of yogurt eaten: Full fat yogurt consumers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8659.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	3391	61558		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8667	ukb-b-8667	Treatment speciality of consultant (recoded): Trauma & orthopaedics	Treatment speciality of consultant (recoded): Trauma & orthopaedics			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8667.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	448516	75256	373260		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8668	ukb-b-8668	Treatment/medication code: doxazosin	Treatment/medication code: doxazosin			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8668.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	5176	457757		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8670	ukb-b-8670	PCT responsible for patient data: KNOWSLEY PCT	PCT responsible for patient data: KNOWSLEY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8670.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1017	461993		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8676	ukb-b-8676	Stewed fruit intake	Stewed fruit intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8676.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64942				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-868	ukb-b-868	Operative procedures - secondary OPCS: Z49.1 Skin of breast	Operative procedures - secondary OPCS: Z49.1 Skin of breast			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-868.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1322	461688		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8685	ukb-b-8685	Diagnoses - secondary ICD10: N85.8 Other specified noninflammatory disorders of uterus	Diagnoses - secondary ICD10: N85.8 Other specified noninflammatory disorders of uterus			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8685.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1450	461560		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8687	ukb-b-8687	PCT responsible for patient data: DERBY CITY PCT	PCT responsible for patient data: DERBY CITY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8687.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1536	461474		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8694	ukb-b-8694	PCT responsible for patient data: CALDERDALE PCT	PCT responsible for patient data: CALDERDALE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8694.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1162	461848		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8699	ukb-b-8699	PCT where patients GP was registered: CENTRAL MANCHESTER PCT	PCT where patients GP was registered: CENTRAL MANCHESTER PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8699.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1225	461785		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8703	ukb-b-8703	PCT where patients GP was registered: WINDSOR, ASCOT AND MAIDENHEAD PCT	PCT where patients GP was registered: WINDSOR, ASCOT AND MAIDENHEAD PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8703.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1333	461677		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8707	ukb-b-8707	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection	Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8707.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3135	459875		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8714	ukb-b-8714	Vascular/heart problems diagnosed by doctor: Stroke	Vascular/heart problems diagnosed by doctor: Stroke			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8714.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461880	7055	454825		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-872	ukb-b-872	Operation code: transurethral resection of prostate (turp)	Operation code: transurethral resection of prostate (turp)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-872.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2359	460574		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8720	ukb-b-8720	Non-cancer illness code, self-reported: pernicious anaemia	Non-cancer illness code, self-reported: pernicious anaemia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8720.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1401	461532		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8724	ukb-b-8724	Operative procedures - secondary OPCS: Y82.8 Other specified local anaesthetic	Operative procedures - secondary OPCS: Y82.8 Other specified local anaesthetic			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8724.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1726	461284		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8727	ukb-b-8727	Age at last live birth	Age at last live birth			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8727.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	170248				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-873	ukb-b-873	Fractured bone site(s): Spine	Fractured bone site(s): Spine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-873.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	460340	1036	459304		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8746	ukb-b-8746	Illnesses of siblings: High blood pressure	Illnesses of siblings: High blood pressure			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8746.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	364661	77059	287602		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8755	ukb-b-8755	Treatment/medication code: aspirin	Treatment/medication code: aspirin			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8755.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	61702	401231		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8759	ukb-b-8759	Crispbread intake	Crispbread intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8759.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8764	ukb-b-8764	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)	Types of physical activity in last 4 weeks: Other exercises (eg: swimming, cycling, keep fit, bowling)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8764.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	460376	222470	237906		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8765	ukb-b-8765	Other grain intake	Other grain intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8765.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8777	ukb-b-8777	Cancer code, self-reported: cervical cancer	Cancer code, self-reported: cervical cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8777.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1889	461044		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8778	ukb-b-8778	Pulse wave peak to peak time	Pulse wave peak to peak time			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8778.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	151466				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8792	ukb-b-8792	Operative procedures - main OPCS: H48.2 Excision of skin tag of anus	Operative procedures - main OPCS: H48.2 Excision of skin tag of anus			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8792.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1186	461824		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8793	ukb-b-8793	Squash intake	Squash intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8793.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8797	ukb-b-8797	PCT responsible for patient data: SOLIHULL CARE TRUST	PCT responsible for patient data: SOLIHULL CARE TRUST			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8797.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1445	461565		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8798	ukb-b-8798	Operative procedures - secondary OPCS: Y53.4 Approach to organ under fluoroscopic control	Operative procedures - secondary OPCS: Y53.4 Approach to organ under fluoroscopic control			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8798.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	9014	453996		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8800	ukb-b-8800	Interpolated Year when cancer first diagnosed	Interpolated Year when cancer first diagnosed			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8800.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	39107				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8810	ukb-b-8810	Current employment status: Doing unpaid or voluntary work	Current employment status: Doing unpaid or voluntary work			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8810.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461242	17094	444148		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8814	ukb-b-8814	Diagnoses - main ICD10: N39.0 Urinary tract infection, site not specified	Diagnoses - main ICD10: N39.0 Urinary tract infection, site not specified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8814.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5447	457563		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8837	ukb-b-8837	Cancer code, self-reported: basal cell carcinoma	Cancer code, self-reported: basal cell carcinoma			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8837.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	4290	458643		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8838	ukb-b-8838	PCT responsible for patient data: CENTRAL AND EASTERN CHESHIRE PCT	PCT responsible for patient data: CENTRAL AND EASTERN CHESHIRE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8838.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2381	460629		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8842	ukb-b-8842	PCT where patients GP was registered: SOLIHULL PCT	PCT where patients GP was registered: SOLIHULL PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8842.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1537	461473		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8846	ukb-b-8846	Methods of admission to hospital (recoded): Elective admission: Booked	Methods of admission to hospital (recoded): Elective admission: Booked			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8846.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462717	143561	319156		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8848	ukb-b-8848	Diagnoses - main ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene	Diagnoses - main ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8848.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	8072	454938		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8855	ukb-b-8855	Diagnoses - secondary ICD10: I95.9 Hypotension, unspecified	Diagnoses - secondary ICD10: I95.9 Hypotension, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8855.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1666	461344		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8865	ukb-b-8865	Time spent doing light physical activity	Time spent doing light physical activity			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8865.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8875	ukb-b-8875	Heel bone mineral density (BMD)	Heel bone mineral density (BMD)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8875.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	265627				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8877	ukb-b-8877	Diagnoses - secondary ICD10: B96.2 Escherichia coli [E. coli] as the cause of diseases classified to other chapters	Diagnoses - secondary ICD10: B96.2 Escherichia coli [E. coli] as the cause of diseases classified to other chapters			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8877.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1551	461459		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8882	ukb-b-8882	Astigmatism angle (right)	Astigmatism angle (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8882.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	99380				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8887	ukb-b-8887	Berry intake	Berry intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8887.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8888	ukb-b-8888	Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)	Medication for pain relief, constipation, heartburn: Ibuprofen (e.g. Nurofen)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8888.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	457547	68195	389352		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8893	ukb-b-8893	Manic/hyper symptoms: I was more talkative than usual	Manic/hyper symptoms: I was more talkative than usual			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8893.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	31317	6523	24794		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8902	ukb-b-8902	Type of sliced bread eaten: wholemeal	Type of sliced bread eaten: wholemeal			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8902.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	16262	48687		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8906	ukb-b-8906	Knee pain for 3+ months	Knee pain for 3+ months			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8906.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	97889	76910	20979		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8909	ukb-b-8909	Body fat percentage	Body fat percentage			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8909.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454633				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8917	ukb-b-8917	Other cereal intake	Other cereal intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8917.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8929	ukb-b-8929	Interpolated Age of participant when non-cancer illness first diagnosed	Interpolated Age of participant when non-cancer illness first diagnosed			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8929.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	342336				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8938	ukb-b-8938	Main speciality of consultant (recoded): Plastic surgery	Main speciality of consultant (recoded): Plastic surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8938.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461218	19010	442208		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8951	ukb-b-8951	Calcium	Calcium			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8951.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64979				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8961	ukb-b-8961	Non-cancer illness code, self-reported: chronic fatigue syndrome	Non-cancer illness code, self-reported: chronic fatigue syndrome			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8961.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2076	460857		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-898	ukb-b-898	Operative procedures - main OPCS: W37.1 Primary total prosthetic replacement of hip joint using cement	Operative procedures - main OPCS: W37.1 Primary total prosthetic replacement of hip joint using cement			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-898.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3555	459455		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-8988	ukb-b-8988	Diagnoses - main ICD10: K80.1 Calculus of gallbladder with other cholecystitis	Diagnoses - main ICD10: K80.1 Calculus of gallbladder with other cholecystitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-8988.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3932	459078		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
