analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-14027	ukb-b-14027	Non-cancer illness code, self-reported: chickenpox	Non-cancer illness code, self-reported: chickenpox			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14027.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1791	461142		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14037	ukb-b-14037	Treatment/medication code: glucosamine product	Treatment/medication code: glucosamine product			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14037.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	30643	432290		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14043	ukb-b-14043	Illnesses of siblings: Alzheimer's disease/dementia	Illnesses of siblings: Alzheimer's disease/dementia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14043.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	361264	2094	359170		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14050	ukb-b-14050	Why reduced smoking: Financial reasons	Why reduced smoking: Financial reasons			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14050.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	14951	4012	10939		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14057	ukb-b-14057	Non-cancer illness code, self-reported: hypertension	Non-cancer illness code, self-reported: hypertension			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14057.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	119731	343202		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14067	ukb-b-14067	6mm asymmetry angle (left)	6mm asymmetry angle (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14067.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	51739				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14068	ukb-b-14068	Impedance of leg (left)	Impedance of leg (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14068.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454857				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14070	ukb-b-14070	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14070.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	249710	1918	247792		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14080	ukb-b-14080	Current employment status: Unable to work because of sickness or disability	Current employment status: Unable to work because of sickness or disability			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14080.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461242	17977	443265		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14085	ukb-b-14085	PCT where patients GP was registered: BERKSHIRE WEST PCT	PCT where patients GP was registered: BERKSHIRE WEST PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14085.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4594	458416		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14086	ukb-b-14086	Diagnoses - main ICD10: N93.8 Other specified abnormal uterine and vaginal bleeding	Diagnoses - main ICD10: N93.8 Other specified abnormal uterine and vaginal bleeding			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14086.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1392	461618		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14108	ukb-b-14108	Type of special diet followed: Other	Type of special diet followed: Other			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14108.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	2215	62734		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14116	ukb-b-14116	PCT where patients GP was registered: BATH AND NORTH EAST SOMERSET PCT	PCT where patients GP was registered: BATH AND NORTH EAST SOMERSET PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14116.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3376	459634		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14145	ukb-b-14145	Celery intake	Celery intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14145.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14146	ukb-b-14146	Intra-ocular pressure, Goldmann-correlated (right)	Intra-ocular pressure, Goldmann-correlated (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14146.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	97653				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14147	ukb-b-14147	Risk taking	Risk taking			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14147.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	446279	117515	328764		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14148	ukb-b-14148	Operative procedures - secondary OPCS: Y80.1 Inhalation anaesthetic using muscle relaxant	Operative procedures - secondary OPCS: Y80.1 Inhalation anaesthetic using muscle relaxant			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14148.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3035	459975		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14149	ukb-b-14149	Able to walk or cycle unaided for 10 minutes	Able to walk or cycle unaided for 10 minutes			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14149.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	69537				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14157	ukb-b-14157	Operative procedures - main OPCS: W28.3 Removal of internal fixation from bone NEC	Operative procedures - main OPCS: W28.3 Removal of internal fixation from bone NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14157.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3589	459421		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14162	ukb-b-14162	PCT where patients GP was registered: KIRKLEES PCT	PCT where patients GP was registered: KIRKLEES PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14162.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2290	460720		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14166	ukb-b-14166	Battered fish intake	Battered fish intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14166.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64944				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14171	ukb-b-14171	Cottage cheese intake	Cottage cheese intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14171.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14177	ukb-b-14177	Vascular/heart problems diagnosed by doctor: High blood pressure	Vascular/heart problems diagnosed by doctor: High blood pressure			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14177.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461880	124227	337653		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14179	ukb-b-14179	Lamb/mutton intake	Lamb/mutton intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14179.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	460006				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1418	ukb-b-1418	Diagnoses - main ICD10: M75.4 Impingement syndrome of shoulder	Diagnoses - main ICD10: M75.4 Impingement syndrome of shoulder			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1418.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2901	460109		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14180	ukb-b-14180	Mood swings	Mood swings			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14180.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	451619	204412	247207		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14181	ukb-b-14181	PCT where patients GP was registered: NORTH SOMERSET PCT	PCT where patients GP was registered: NORTH SOMERSET PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14181.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5193	457817		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14182	ukb-b-14182	Plum intake	Plum intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14182.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14189	ukb-b-14189	PCT responsible for patient data: EAST LANCASHIRE TEACHING PCT	PCT responsible for patient data: EAST LANCASHIRE TEACHING PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14189.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1105	461905		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1419	ukb-b-1419	Frequency of unenthusiasm / disinterest in last 2 weeks	Frequency of unenthusiasm / disinterest in last 2 weeks			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1419.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	447403				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14203	ukb-b-14203	Hot drink temperature	Hot drink temperature			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14203.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	457873				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14206	ukb-b-14206	Diagnoses - main ICD10: I20.9 Angina pectoris, unspecified	Diagnoses - main ICD10: I20.9 Angina pectoris, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14206.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4256	458754		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14210	ukb-b-14210	Non-cancer illness code, self-reported: rectal or colon adenoma/polyps	Non-cancer illness code, self-reported: rectal or colon adenoma/polyps			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14210.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1391	461542		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14211	ukb-b-14211	Non-cancer illness code, self-reported: other neurological problem	Non-cancer illness code, self-reported: other neurological problem			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14211.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1900	461033		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14238	ukb-b-14238	Mineral and other dietary supplements: None of the above	Mineral and other dietary supplements: None of the above			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14238.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461384	262527	198857		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1425	ukb-b-1425	Treatment/medication code: ginkgo forte tablet	Treatment/medication code: ginkgo forte tablet			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1425.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2621	460312		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14254	ukb-b-14254	Tinnitus severity/nuisance	Tinnitus severity/nuisance			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14254.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	43349				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14257	ukb-b-14257	Diagnoses - secondary ICD10: X59.9 Unspecified place	Diagnoses - secondary ICD10: X59.9 Unspecified place			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14257.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3232	459778		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14262	ukb-b-14262	PCT where patients GP was registered: HAMPSHIRE PCT	PCT where patients GP was registered: HAMPSHIRE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14262.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2453	460557		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14280	ukb-b-14280	How are people in household related to participant: Son and/or daughter (include step-children)	How are people in household related to participant: Son and/or daughter (include step-children)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14280.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	459600	156118	303482		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14282	ukb-b-14282	PCT where patients GP was registered: EAST LEEDS PCT	PCT where patients GP was registered: EAST LEEDS PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14282.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2198	460812		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14285	ukb-b-14285	Types of spreads/sauces consumed: White/cream sauce	Types of spreads/sauces consumed: White/cream sauce			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14285.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1416	63533		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14294	ukb-b-14294	Invitation to complete online 24-hour recall dietary questionnaire, acceptance	Invitation to complete online 24-hour recall dietary questionnaire, acceptance			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14294.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	278328	88770	189558		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-143	ukb-b-143	Shellfish intake	Shellfish intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-143.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64939				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14303	ukb-b-14303	Values entered	Values entered			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14303.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	113410				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14305	ukb-b-14305	PCT where patients GP was registered: SURREY PCT	PCT where patients GP was registered: SURREY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14305.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2891	460119		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1431	ukb-b-1431	Place of birth in UK - north co-ordinate	Place of birth in UK - north co-ordinate			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1431.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	434576				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14310	ukb-b-14310	Leg predicted mass (right)	Leg predicted mass (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14310.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454834				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14315	ukb-b-14315	Treatment/medication code: nicorandil	Treatment/medication code: nicorandil			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14315.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1464	461469		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14322	ukb-b-14322	PCT where patients GP was registered: BARNSLEY PCT	PCT where patients GP was registered: BARNSLEY PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14322.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2365	460645		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14339	ukb-b-14339	Operation code: rhinoplasty / nose surgery	Operation code: rhinoplasty / nose surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14339.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2648	460285		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14342	ukb-b-14342	Sources of admission to hospital (recoded): Usual Place of residence: Living alone	Sources of admission to hospital (recoded): Usual Place of residence: Living alone			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14342.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461374	2444	458930		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14351	ukb-b-14351	Grapefruit juice intake	Grapefruit juice intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14351.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64943				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14356	ukb-b-14356	Non-cancer illness code, self-reported: bone disorder	Non-cancer illness code, self-reported: bone disorder			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14356.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1049	461884		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14360	ukb-b-14360	Time to answer	Time to answer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14360.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	152605				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14371	ukb-b-14371	Illnesses of siblings: Heart disease	Illnesses of siblings: Heart disease			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14371.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	363542	37858	325684		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14372	ukb-b-14372	Operative procedures - main OPCS: G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract	Operative procedures - main OPCS: G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14372.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	25609	437401		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14381	ukb-b-14381	Type of baguette eaten: mixed	Type of baguette eaten: mixed			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14381.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1427	63522		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14395	ukb-b-14395	Medication for cholesterol, blood pressure or diabetes: Blood pressure medication	Medication for cholesterol, blood pressure or diabetes: Blood pressure medication			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14395.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	209638	51976	157662		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14396	ukb-b-14396	Operative procedures - main OPCS: X99.9 Not known (procedure performed)	Operative procedures - main OPCS: X99.9 Not known (procedure performed)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14396.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1251	461759		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1440	ukb-b-1440	Operative procedures - secondary OPCS: H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope	Operative procedures - secondary OPCS: H28.9 Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1440.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1382	461628		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14416	ukb-b-14416	Diagnoses - main ICD10: I84.1 Internal haemorrhoids with other complications	Diagnoses - main ICD10: I84.1 Internal haemorrhoids with other complications			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14416.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1549	461461		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14417	ukb-b-14417	Heating type(s) in home: None of the above	Heating type(s) in home: None of the above			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14417.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	152863	2931	149932		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14422	ukb-b-14422	Operative procedures - main OPCS: L85.1 Ligation of long saphenous vein	Operative procedures - main OPCS: L85.1 Ligation of long saphenous vein			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14422.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5294	457716		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14425	ukb-b-14425	Vegetarian alternatives intake	Vegetarian alternatives intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14425.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	2318	62631		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14429	ukb-b-14429	Diagnoses - secondary ICD10: K57.9 Diverticular disease of intestine, part unspecified, without perforation or abscess	Diagnoses - secondary ICD10: K57.9 Diverticular disease of intestine, part unspecified, without perforation or abscess			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14429.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2622	460388		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14436	ukb-b-14436	Diagnoses - main ICD10: L72.9 Follicular cyst of skin and subcutaneous tissue, unspecified	Diagnoses - main ICD10: L72.9 Follicular cyst of skin and subcutaneous tissue, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14436.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1001	462009		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14444	ukb-b-14444	Egg consumers	Egg consumers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14444.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	13705	51244		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14446	ukb-b-14446	Diagnoses - secondary ICD10: Z92.3 Personal history of irradiation	Diagnoses - secondary ICD10: Z92.3 Personal history of irradiation			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14446.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1124	461886		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14449	ukb-b-14449	Index of best refractometry result (left)	Index of best refractometry result (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14449.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	99063				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14452	ukb-b-14452	Non-cancer illness code, self-reported: inguinal hernia	Non-cancer illness code, self-reported: inguinal hernia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14452.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1893	461040		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
