analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error
GCST90551833	39979475	Emotional abuse	quantitative	129017	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551833/harmonised/GCST90551833.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551833/harmonised/GCST90551833.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551833/harmonised/GCST90551833.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551833/harmonised/GCST90551833.h.tsv.gz-meta.yaml	277604511	660	f835c6f417463b817cd98120c1142b0b5a7eec918f8c3ab8b834962af8968a36	
GCST90551834	39979475	Emotional neglect	quantitative	129017	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551834/harmonised/GCST90551834.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551834/harmonised/GCST90551834.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551834/harmonised/GCST90551834.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551834/harmonised/GCST90551834.h.tsv.gz-meta.yaml	278053443	662	be2f6b07a5218f7484c90d34206a9103691775e47682fb74f78c97e848384fcb	
GCST90551835	39979475	Physical abuse	quantitative	129017	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551835/harmonised/GCST90551835.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551835/harmonised/GCST90551835.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551835/harmonised/GCST90551835.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551835/harmonised/GCST90551835.h.tsv.gz-meta.yaml	277817630	659	0ad41eb466f6ea068d90aba1021127daf7e70d14e044599d743915e2d1f02f07	
GCST90551836	39979475	Physical neglect	quantitative	129017	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551836/harmonised/GCST90551836.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551836/harmonised/GCST90551836.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551836/harmonised/GCST90551836.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551836/harmonised/GCST90551836.h.tsv.gz-meta.yaml	278330952	661	6a63ed7f83548fa5b89d1c45a02801ef8526fa0b2a31b95b1ae1937a829d7c6c	
GCST90551837	39979475	Sexual abuse	quantitative	129017	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551837/harmonised/GCST90551837.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551837/harmonised/GCST90551837.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551837/harmonised/GCST90551837.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551837/harmonised/GCST90551837.h.tsv.gz-meta.yaml	277708966	657	67f99c123a67921aa6b37c2047581e0dc87e415a667b21f945d436f8a4ee03f5	
GCST90551838	39979475	Childhood maltreatment	quantitative	56977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551838/harmonised/GCST90551838.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551838/harmonised/GCST90551838.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551838/harmonised/GCST90551838.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551838/harmonised/GCST90551838.h.tsv.gz-meta.yaml	279365685	660	8e61c273e10811cd9a5cf0006b4f711476c951dcdc6b474645c11ff528eb87e2	
GCST90551839	39979475	Emotional abuse	quantitative	56977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551839/harmonised/GCST90551839.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551839/harmonised/GCST90551839.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551839/harmonised/GCST90551839.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551839/harmonised/GCST90551839.h.tsv.gz-meta.yaml	278257612	652	190d8b87b645a81586c8f0e5d4d4ab00830aff85aed3d52c48aac07ea286fc59	
GCST90551840	39979475	Emotional neglect	quantitative	56977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551840/harmonised/GCST90551840.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551840/harmonised/GCST90551840.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551840/harmonised/GCST90551840.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551840/harmonised/GCST90551840.h.tsv.gz-meta.yaml	278255912	654	446eed8825f80494ca86a1545594f0b1787c5ba5e55d06420bb51b319e65d2a5	
GCST90551841	39979475	Physical abuse	quantitative	56977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551841/harmonised/GCST90551841.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551841/harmonised/GCST90551841.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551841/harmonised/GCST90551841.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551841/harmonised/GCST90551841.h.tsv.gz-meta.yaml	278224000	651	277adfb395cbc6994542d0da20126627ea2553c36776b965a0dcfef6f207fe1c	
GCST90551842	39979475	Physical neglect	quantitative	56977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551842/harmonised/GCST90551842.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551842/harmonised/GCST90551842.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551842/harmonised/GCST90551842.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551842/harmonised/GCST90551842.h.tsv.gz-meta.yaml	278164194	653	8481591312be26b98084ebe524a7e8f510f074e6375700f9921d5bc1430015ab	
GCST90551843	39979475	Sexual abuse	quantitative	56977	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551843/harmonised/GCST90551843.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551843/harmonised/GCST90551843.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551843/harmonised/GCST90551843.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551843/harmonised/GCST90551843.h.tsv.gz-meta.yaml	278284456	649	a556afd2ca4deb4882583777d1ca888681f64e4497e3c1b3f43544b7f01c9ea0	
GCST90551844	39979475	Childhood maltreatment	quantitative	72040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551844/harmonised/GCST90551844.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551844/harmonised/GCST90551844.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551844/harmonised/GCST90551844.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551844/harmonised/GCST90551844.h.tsv.gz-meta.yaml	279454687	660	986f1e0f1cc50f45248c9f0d6bc8edf2b2ab808aed3c9dfd9f4165d91d43e66d	
GCST90551845	39979475	Emotional abuse	quantitative	72040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551845/harmonised/GCST90551845.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551845/harmonised/GCST90551845.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551845/harmonised/GCST90551845.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551845/harmonised/GCST90551845.h.tsv.gz-meta.yaml	278047179	652	a2c35baef797abb48f86288a9d51f3f7b1bb0abbc2df9ae189e6dfbba0d3b74f	
GCST90551846	39979475	Emotional neglect	quantitative	72040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551846/harmonised/GCST90551846.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551846/harmonised/GCST90551846.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551846/harmonised/GCST90551846.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551846/harmonised/GCST90551846.h.tsv.gz-meta.yaml	278284265	654	e80313e9d670d3daf464ac4cf4256115fda8ec0becd0d7792ecb025352241f11	
GCST90551847	39979475	Physical abuse	quantitative	72040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551847/harmonised/GCST90551847.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551847/harmonised/GCST90551847.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551847/harmonised/GCST90551847.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551847/harmonised/GCST90551847.h.tsv.gz-meta.yaml	278229747	651	a77c344eaae962276e01ee704c19000b2113233b1d9f2d7e2d6298f4bfd04783	
GCST90551848	39979475	Physical neglect	quantitative	72040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551848/harmonised/GCST90551848.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551848/harmonised/GCST90551848.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551848/harmonised/GCST90551848.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551848/harmonised/GCST90551848.h.tsv.gz-meta.yaml	278274043	653	d8473376b36f53e12f0e1676fadd68723d9a946fdb74577d57b6dfd6b2c97061	
GCST90551849	39979475	Sexual abuse	quantitative	72040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551849/harmonised/GCST90551849.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551849/harmonised/GCST90551849.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551849/harmonised/GCST90551849.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551849/harmonised/GCST90551849.h.tsv.gz-meta.yaml	278069013	649	83051bee876515583c88676b8f47d27a1279cd4e4bd464dee0ab02c1f16b02c1	
GCST90551884	40021682	Lifespan	quantitative	393833	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551884/harmonised/GCST90551884.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551884/harmonised/GCST90551884.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551884/harmonised/GCST90551884.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551884/harmonised/GCST90551884.h.tsv.gz-meta.yaml	545591440	1633	fa6fef20218345eadd3970813c9cfbfc1a5b21308367dfa3632c1b1e7edbc606	
GCST90551885	40021682	Lifespan	quantitative	180970	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551885/harmonised/GCST90551885.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551885/harmonised/GCST90551885.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551885/harmonised/GCST90551885.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551885/harmonised/GCST90551885.h.tsv.gz-meta.yaml	541490052	1627	3d1eb2bb9136550735abc3eaec91f2113070475a3f2d90e78fa5fe766d7ac3e8	
GCST90551886	40021682	Lifespan	quantitative	212863	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551886/harmonised/GCST90551886.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90551001-GCST90552000/GCST90551886/harmonised/GCST90551886.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551886/harmonised/GCST90551886.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90551001-GCST90552000/GCST90551886/harmonised/GCST90551886.h.tsv.gz-meta.yaml	544383982	1627	d79dfccc4892fa8dde248594a1adddc7a07781865466dc5b48e46555b0e89a61	
GCST90551887	40021682	Lifespan (Gene-based)	quantitative	393833	missing_remote_harmonised_yaml								
GCST90551888	40021682	Lifespan (Gene-based)	quantitative	180970	missing_remote_harmonised_yaml								
GCST90551889	40021682	Lifespan (Gene-based)	quantitative	212863	missing_remote_harmonised_yaml								
GCST90558034	40795387	Brain age gap	quantitative	35702	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558034/harmonised/GCST90558034.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558034/harmonised/GCST90558034.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558034/harmonised/GCST90558034.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558034/harmonised/GCST90558034.h.tsv.gz-meta.yaml	281492939	827	e7ecd3b1b795ab50f776727c33525552812a38fa632971f8c2cbbc33c5bfbf72	
GCST90558035	41684229	Multiple system atrophy	case-control	8016	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558035/harmonised/GCST90558035.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558035/harmonised/GCST90558035.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558035/harmonised/GCST90558035.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558035/harmonised/GCST90558035.h.tsv.gz-meta.yaml	9360026	2899	abbe39684bbc28e4998597338f3612d408d63c572cd9a661f8104a441b02ce80	
GCST90558036	41684229	Multiple system atrophy	case-control	4157	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558036/harmonised/GCST90558036.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558036/harmonised/GCST90558036.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558036/harmonised/GCST90558036.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558036/harmonised/GCST90558036.h.tsv.gz-meta.yaml	8772149	2866	8c658d68d60065d8c481010f0e13538f13c863c341b2d8ea4e61dee80cfa118c	
GCST90558037	41684229	Multiple system atrophy	case-control	3859	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558037/harmonised/GCST90558037.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558037/harmonised/GCST90558037.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558037/harmonised/GCST90558037.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558037/harmonised/GCST90558037.h.tsv.gz-meta.yaml	9080431	2877	578c4775e114204ef5cfa4d7ad4241bab1bda8a80e2e29ba2640d5019c1811ed	
GCST90558086	40262193	Ankylosing spondylitis	case-control	321025	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558086/harmonised/GCST90558086.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558086/harmonised/GCST90558086.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558086/harmonised/GCST90558086.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558086/harmonised/GCST90558086.h.tsv.gz-meta.yaml	48119730	1042	f699c767c3436344df030f071f7455e2321e10e743a179c74de19c27dc199d64	
GCST90558087	40262193	Ankylosing spondylitis	case-control	162950	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558087/harmonised/GCST90558087.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558087/harmonised/GCST90558087.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558087/harmonised/GCST90558087.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558087/harmonised/GCST90558087.h.tsv.gz-meta.yaml	48047362	873	c6cc482b22a46c9eb9bf34a7ae4ae134ce6721dc116d373036e5498c09874843	
GCST90558088	40262193	Coeliac disease	case-control	337455	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558088/harmonised/GCST90558088.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558088/harmonised/GCST90558088.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558088/harmonised/GCST90558088.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558088/harmonised/GCST90558088.h.tsv.gz-meta.yaml	48132252	948	9ace46eb474cd955afc2f713a32618083afde4bf78bdf9bd0f5b958884c2de8d	
GCST90558089	40262193	Coeliac disease	case-control	164109	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558089/harmonised/GCST90558089.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558089/harmonised/GCST90558089.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558089/harmonised/GCST90558089.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558089/harmonised/GCST90558089.h.tsv.gz-meta.yaml	48138552	866	b0ddc60d1c82c1baf091c82d9798dfd020d5db3bad04a81203b247edfe954b4a	
GCST90558090	40262193	Inflammatory bowel disease	case-control	385240	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558090/harmonised/GCST90558090.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558090/harmonised/GCST90558090.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558090/harmonised/GCST90558090.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558090/harmonised/GCST90558090.h.tsv.gz-meta.yaml	48099219	959	73f976be72dc223cb97a1284ed9549fc666c5ec0645b94e0d6415654face5ba5	
GCST90558091	40262193	Inflammatory bowel disease	case-control	165272	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558091/harmonised/GCST90558091.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558091/harmonised/GCST90558091.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558091/harmonised/GCST90558091.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558091/harmonised/GCST90558091.h.tsv.gz-meta.yaml	48137628	877	662bbb9316a2a7d27455e1f8f9bd40aa134a0b61cd5d5ff028217f98fb5bda1e	
GCST90558092	40262193	Multiple sclerosis	case-control	360004	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558092/harmonised/GCST90558092.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558092/harmonised/GCST90558092.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558092/harmonised/GCST90558092.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558092/harmonised/GCST90558092.h.tsv.gz-meta.yaml	48122912	953	0a2b1283703e1df69d97c26bb62b4a6852f884d3b4e837c41407c77e4124e440	
GCST90558093	40262193	Multiple sclerosis	case-control	163717	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558093/harmonised/GCST90558093.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558093/harmonised/GCST90558093.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558093/harmonised/GCST90558093.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558093/harmonised/GCST90558093.h.tsv.gz-meta.yaml	48124665	871	ab3a6d9055ff05f89dc513cc87185ebd50b9132147ee5311ffa4d04212e90404	
GCST90558094	40262193	Osteoarthritis	case-control	455221	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558094/harmonised/GCST90558094.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558094/harmonised/GCST90558094.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558094/harmonised/GCST90558094.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558094/harmonised/GCST90558094.h.tsv.gz-meta.yaml	48367558	949	6a4fae382e978a945aeb01548dff2c8380f5dae999c677a0cfd928f4e481ef2e	
GCST90558095	40262193	Osteoarthritis	case-control	202269	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558095/harmonised/GCST90558095.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558095/harmonised/GCST90558095.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558095/harmonised/GCST90558095.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558095/harmonised/GCST90558095.h.tsv.gz-meta.yaml	48249637	867	440a973c061c722416bf996269d0f6e4565db5991836337101932f887828891c	
GCST90558096	40262193	Psoriasis	case-control	370284	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558096/harmonised/GCST90558096.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558096/harmonised/GCST90558096.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558096/harmonised/GCST90558096.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558096/harmonised/GCST90558096.h.tsv.gz-meta.yaml	48086762	942	4a308247152d4a0eedf76542b50c7ad44e1a4362a2f46db2350626570d49d4c6	
GCST90558097	40262193	Psoriasis	case-control	165439	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558097/harmonised/GCST90558097.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90558001-GCST90559000/GCST90558097/harmonised/GCST90558097.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558097/harmonised/GCST90558097.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90558001-GCST90559000/GCST90558097/harmonised/GCST90558097.h.tsv.gz-meta.yaml	48131831	860	b53b7b08a358e2f019bc15a73b4bff336fde4347cc54cc14fda4854d5ce5fd27	
