analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error	stratum
GCST90026414	34737425	Severe insulin-resistant type 2 diabetes	case-control	3874	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026414/harmonised/34737425-GCST90026414-EFO_0001360.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90026001-GCST90027000/GCST90026414/harmonised/34737425-GCST90026414-EFO_0001360.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90026001-GCST90027000/GCST90026414/harmonised/34737425-GCST90026414-EFO_0001360.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90026001-GCST90027000/GCST90026414/harmonised/34737425-GCST90026414-EFO_0001360.h.tsv.gz-meta.yaml	269023621	1430	396289c21e3cf06debc8eb42736ab5a3cc193e237adcb4ec78d7cd68fedbadab		case_control_decile_4
GCST90061409	35043453	Physical activity (Total log acceleration 12am-2am)	quantitative	88411	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90061001-GCST90062000/GCST90061409/harmonised/35043453-GCST90061409-EFO_0008002.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90061001-GCST90062000/GCST90061409/harmonised/35043453-GCST90061409-EFO_0008002.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90061001-GCST90062000/GCST90061409/harmonised/35043453-GCST90061409-EFO_0008002.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90061001-GCST90062000/GCST90061409/harmonised/35043453-GCST90061409-EFO_0008002.h.tsv.gz-meta.yaml	362879588	824	9958c9ae46f383c4d36887a724b3959b24c69074c5994d28ade8a7255c620d99		quant_decile_7
GCST90093342	33143745	Neutralising antibody response to interferon beta therapy in multiple sclerosis in patients positive for neutralising antibodies (antibody titre; IFNβ-1a subcutaneous)	quantitative	391	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90093001-GCST90094000/GCST90093342/harmonised/33143745-GCST90093342-GO_0035456.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90093001-GCST90094000/GCST90093342/harmonised/33143745-GCST90093342-GO_0035456.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90093001-GCST90094000/GCST90093342/harmonised/33143745-GCST90093342-GO_0035456.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90093001-GCST90094000/GCST90093342/harmonised/33143745-GCST90093342-GO_0035456.h.tsv.gz-meta.yaml	261348445	2442	90c8b316edb62c2b2ef8dbcc5786e812e9397e18b12c116daf5cbbd55ee1f692		quant_decile_5
GCST90096901	35653391	Beef consumption	quantitative	241092	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90096001-GCST90097000/GCST90096901/harmonised/35653391-GCST90096901-EFO_0008111.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90096001-GCST90097000/GCST90096901/harmonised/35653391-GCST90096901-EFO_0008111.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90096001-GCST90097000/GCST90096901/harmonised/35653391-GCST90096901-EFO_0008111.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90096001-GCST90097000/GCST90096901/harmonised/35653391-GCST90096901-EFO_0008111.h.tsv.gz-meta.yaml	245194933	799	f78ed213acf2a96f7a86f904487c7ead9f4294fcd97ce013692cc9f138044b00		quant_decile_5
GCST90101888	35681050	Lymphocyte telomere length	quantitative	902	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90101001-GCST90102000/GCST90101888/harmonised/35681050-GCST90101888-EFO_0004505.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90101001-GCST90102000/GCST90101888/harmonised/35681050-GCST90101888-EFO_0004505.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90101001-GCST90102000/GCST90101888/harmonised/35681050-GCST90101888-EFO_0004505.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90101001-GCST90102000/GCST90101888/harmonised/35681050-GCST90101888-EFO_0004505.h.tsv.gz-meta.yaml	159023095	2652	19e01ed15689d421080f56f0a6ea8b40cef9bef6e5e3aa736e8033eb5960f40b		quant_decile_2
GCST90103634	34272381	Estimated glomerular filtration rate (creatinine)	quantitative	1004040	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90103001-GCST90104000/GCST90103634/harmonised/34272381-GCST90103634-EFO_0005208.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90103001-GCST90104000/GCST90103634/harmonised/34272381-GCST90103634-EFO_0005208.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90103001-GCST90104000/GCST90103634/harmonised/34272381-GCST90103634-EFO_0005208.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90103001-GCST90104000/GCST90103634/harmonised/34272381-GCST90103634-EFO_0005208.h.tsv.gz-meta.yaml	379687529	833	69239c5abd71880b67559d29e253581aa50400fb4dde62bb8892399575a4f581		quant_decile_7
GCST90104460	36206743	Cystic fibrosis-related diabetes in cystic fibrosis	case-control	4108	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104460/harmonised/GCST90104460.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104460/harmonised/GCST90104460.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104460/harmonised/GCST90104460.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104460/harmonised/GCST90104460.h.tsv.gz-meta.yaml	390612118	806	d4c032cc754a50b82ad93fa9da7e57e120a015d3d3bb20160375a076f1835735		case_control_decile_6
GCST90104462	35998220	Word reading	quantitative	33959	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104462/harmonised/GCST90104462.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104462/harmonised/GCST90104462.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104462/harmonised/GCST90104462.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90104001-GCST90105000/GCST90104462/harmonised/GCST90104462.h.tsv.gz-meta.yaml	213101319	1282	72029e2455e8e39f4b5163af2ba731b0070684401a82fc3c8006f627c16ae05f		quant_decile_3
GCST90129441	37219871	Chronic widespread pain	case-control	433905	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129441/harmonised/GCST90129441.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129441/harmonised/GCST90129441.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129441/harmonised/GCST90129441.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129441/harmonised/GCST90129441.h.tsv.gz-meta.yaml	432192744	2253	b1863aa249fc28b8b69983867c693a6dea8611009d3b12cd394f0e3279862977		case_control_decile_6
GCST90129446	37219871	Irritable bowel syndrome	case-control	211295	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129446/harmonised/GCST90129446.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90129001-GCST90130000/GCST90129446/harmonised/GCST90129446.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129446/harmonised/GCST90129446.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90129001-GCST90130000/GCST90129446/harmonised/GCST90129446.h.tsv.gz-meta.yaml	432709096	2254	b2ce4c6aa1b36ff36bf040f32ecdd3079f320242622c3de4dd84971644c43142		case_control_decile_7
GCST90134433	36546557	Sporadic vestibular schwannoma	case-control	6411	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90134001-GCST90135000/GCST90134433/harmonised/GCST90134433.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90134001-GCST90135000/GCST90134433/harmonised/GCST90134433.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90134001-GCST90135000/GCST90134433/harmonised/GCST90134433.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90134001-GCST90135000/GCST90134433/harmonised/GCST90134433.h.tsv.gz-meta.yaml	212034720	2693	576e41d982991f60f2a5267e66bf9a97e59bff0238baad32dbe2df29a1e34938		case_control_decile_3
GCST90204200	36470867	Isolated REM sleep behavior disorder	case-control	9447	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90204001-GCST90205000/GCST90204200/harmonised/GCST90204200.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90204001-GCST90205000/GCST90204200/harmonised/GCST90204200.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90204001-GCST90205000/GCST90204200/harmonised/GCST90204200.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90204001-GCST90205000/GCST90204200/harmonised/GCST90204200.h.tsv.gz-meta.yaml	446872335	1612	53d9b850863b40fe4136716408ecc7a544d930a77142d6bd7d7ab2552744c3b6		case_control_decile_7
GCST90243960	38643935	Irritable bowel syndrome diarrhea-predominant subtype	case-control	83630	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90243001-GCST90244000/GCST90243960/harmonised/GCST90243960.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90243001-GCST90244000/GCST90243960/harmonised/GCST90243960.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90243001-GCST90244000/GCST90243960/harmonised/GCST90243960.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90243001-GCST90244000/GCST90243960/harmonised/GCST90243960.h.tsv.gz-meta.yaml	125029156	888	9d9a2bdcb9312cbb7a5a22256ebe479758d486093495add1d9773b432a80b078		case_control_decile_2
GCST90245768	36788145	Hearing difficulty and hearing difficulty with background noise	case-control	102133	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90245001-GCST90246000/GCST90245768/harmonised/GCST90245768.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90245001-GCST90246000/GCST90245768/harmonised/GCST90245768.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90245001-GCST90246000/GCST90245768/harmonised/GCST90245768.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90245001-GCST90246000/GCST90245768/harmonised/GCST90245768.h.tsv.gz-meta.yaml	78559065	907	31a005aa94be25cff6dd9ad03cca796b399ee9bb54791a0595e80d3abd326e35		case_control_decile_1
GCST90245771	36788145	Hearing difficulty with background noise	case-control	38723	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90245001-GCST90246000/GCST90245771/harmonised/GCST90245771.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90245001-GCST90246000/GCST90245771/harmonised/GCST90245771.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90245001-GCST90246000/GCST90245771/harmonised/GCST90245771.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90245001-GCST90246000/GCST90245771/harmonised/GCST90245771.h.tsv.gz-meta.yaml	42516131	883	7d096b871325857be7c982afabbbcb4e47417d05dc186a5c2dd7f0647a4efc6b		case_control_decile_1
GCST90255676	36539618	Colorectal cancer	case-control	160527	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90255001-GCST90256000/GCST90255676/harmonised/GCST90255676.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90255001-GCST90256000/GCST90255676/harmonised/GCST90255676.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90255001-GCST90256000/GCST90255676/harmonised/GCST90255676.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90255001-GCST90256000/GCST90255676/harmonised/GCST90255676.h.tsv.gz-meta.yaml	260309182	1718	a8ecfd4809b8a3e3502d9a5fe2287c26c2281baa2264854307b75cc33ddbd199		case_control_decile_3
GCST90257043	38049662	Neutrophil perturbation response (side fluorescence standard deviation of neutrophil 4 in response to alhydrogel perturbation measured by WDF dye)	quantitative	1378	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90257001-GCST90258000/GCST90257043/harmonised/GCST90257043.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90257001-GCST90258000/GCST90257043/harmonised/GCST90257043.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90257001-GCST90258000/GCST90257043/harmonised/GCST90257043.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90257001-GCST90258000/GCST90257043/harmonised/GCST90257043.h.tsv.gz-meta.yaml	87220852	1365	4c117539b8c37a9a899b24f33d42b59348c6083ef7db509eb127be99736ba9e4		quant_decile_2
